disease_focused,assay_importance,parent_compound_chembl_id,parent_compound_specificity,assay_chembl_id,assay_cluster,target_chembl_id,target_uniprot_ids,OT_uniprot_id,OT_symbol,OT_overall_score
AML,1,CHEMBL384467,acceptable,CHEMBL1738588,Not AML cell lines,CHEMBL1741209,"['Q05DH0', 'Q69YR6', 'Q96QE3', 'Q9H9I1']",Q96QE3,['ATAD5'],0.003695798546847
AML,1,CHEMBL384467,acceptable,CHEMBL1743284,Not AML cell lines,CHEMBL5282,"['A7YAE5', 'B2R7F6', 'P00190', 'P10890', 'P11509', 'Q16803', 'Q4VAT9', 'Q4VAU0', 'Q4VAU1', 'Q9H1Z7', 'Q9UCU0', 'Q9UK48']",P11509,['CYP2A6'],0.003695798546847
AML,1,CHEMBL384467,acceptable,CHEMBL1909133,Not AML cell lines,CHEMBL5282,"['A7YAE5', 'B2R7F6', 'P00190', 'P10890', 'P11509', 'Q16803', 'Q4VAT9', 'Q4VAU0', 'Q4VAU1', 'Q9H1Z7', 'Q9UCU0', 'Q9UK48']",P11509,['CYP2A6'],0.003695798546847
AML,1,CHEMBL384467,acceptable,CHEMBL4011663,Not AML cell lines,CHEMBL6020,"['O95342', 'Q53TL2', 'Q9UNB2']",O95342,['ABCB11'],0.003695798546847
AML,1,CHEMBL384467,acceptable,CHEMBL4017550,Not AML cell lines,CHEMBL6020,"['O95342', 'Q53TL2', 'Q9UNB2']",O95342,['ABCB11'],0.003695798546847
AML,1,CHEMBL384467,acceptable,CHEMBL4028921,Not AML cell lines,CHEMBL6020,"['O95342', 'Q53TL2', 'Q9UNB2']",O95342,['ABCB11'],0.003695798546847
AML,1,CHEMBL3301622,specific,CHEMBL3991678,Not AML cell lines,CHEMBL2543,"['B5BU42', 'O00704', 'P78368', 'Q8WUB1']",P78368,['CSNK1G2'],0.003695798546847
AML,1,CHEMBL3301622,specific,CHEMBL3991722,Not AML cell lines,CHEMBL4355,"['O14976', 'Q5U4P5', 'Q9BVY6']",O14976,['GAK'],0.003695798546847
AML,1,CHEMBL3301622,specific,CHEMBL3991854,Not AML cell lines,CHEMBL3831205,"['P43686', 'Q96FV5', 'Q9UBM3', 'Q9UEX3']",P43686,['PSMC4'],0.003695798546847
AML,1,CHEMBL3301622,specific,CHEMBL3991883,Not AML cell lines,CHEMBL4105854,"['P12236', 'Q96C49']",P12236,['SLC25A6'],0.003695798546847
AML,1,CHEMBL3301622,specific,CHEMBL3991900,Not AML cell lines,CHEMBL4105973,"['B2RDE7', 'O95194', 'Q5T9Q4', 'Q5T9Q6', 'Q9NV21', 'Q9NVP7', 'Q9P2R7']",Q9P2R7,['SUCLA2'],0.003695798546847
AML,1,CHEMBL3301622,specific,CHEMBL3991913,Not AML cell lines,CHEMBL5334,"['O95364', 'Q13470', 'Q8IYI4']",Q13470,['TNK1'],0.003695798546847
AML,1,CHEMBL1117,specific,CHEMBL1738675,Not AML cell lines,CHEMBL1741209,"['Q05DH0', 'Q69YR6', 'Q96QE3', 'Q9H9I1']",Q96QE3,['ATAD5'],0.003695798546847
AML,1,CHEMBL1117,specific,CHEMBL1737868,Not AML cell lines,CHEMBL1741209,"['Q05DH0', 'Q69YR6', 'Q96QE3', 'Q9H9I1']",Q96QE3,['ATAD5'],0.003695798546847
