symbol,overall_score,uniprot_id,chembl_score,uniprot_variants_score,cancer_gene_census_score,intogen_score,eva_somatic_score,eva_score,uniprot_literature_score,gene_burden_score,slapenrich_score,cancer_biomarkers_score,europepmc_score,genomics_england_score,gene2phenotype_score,clingen_score,orphanet_score,impc_score,crispr_score,expression_atlas_score,reactome_score,ot_genetics_portal_score
SH3KBP1,0.001674649036969577,['Q96B97'],,,,,,,,,,,,,,,,,,0.013773352522596106,,
CLEC9A,0.0016729432243498999,['Q6UXN8'],,,,,,,,,,,,,,,,,,0.01375932286143748,,
SNRPD1,0.0016718401571247051,['P62314'],,,,,,,,,,,,,,,,,,0.01375025055230683,,
ZNF181,0.0016709167731586135,['Q2M3W8'],,,,,,,,,,,,,,,,,,0.01374265606976277,,
MTMR3,0.0016685404800990847,['Q13615'],,,,,,,,,,,,,,,,,,0.013723111961544661,,
Y_RNA,0.0016601613059978669,Not found,,,,,,,,,,,,,,,,,,0.013654196435845542,,
RCAN3,0.0016568885264553008,['Q9UKA8'],,,,,,,,,,,,,,,,,,0.013627279066669445,,
NETO2,0.0016515709106423367,['Q8NC67'],,,,,,,,,,,,,,,,,,0.01358354369552313,,
MBOAT2,0.0016496238327269777,['Q6ZWT7'],,,,,,,,,,,,,,,,,,0.013567529718907628,,
ARL9,0.0016463573371190221,['Q6T311'],,,,,,,,,,,,,,,,,,0.01354066403270791,,
HIVEP1,0.0016408403988529116,['P15822'],,,,,,,,,,,,,,,,,,0.013495289310060325,,
CCDC90B,0.0016331740989235374,['Q9GZT6'],,,,,,,,,,,,,,,,,,0.013432236903770886,,
RIMOC1,0.0016242513741365802,['A6NDU8'],,,,,,,,,,,,,,,,,,0.013358850880049011,,
ZFC3H1,0.0016189590585180484,['O60293'],,,,,,,,,,,,,,,,,,0.01331532359339629,,
CMSS1,0.0016140375978835522,['Q9BQ75'],,,,,,,,,,,,,,,,,,0.013274846448186413,,
SYTL4,0.001610248239143204,['Q96C24'],,,,,,,,,,,,,,,,,,0.013243680411235862,,
RAB11FIP2,0.0016081644746102524,['Q7L804'],,,,,,,,,,,,,,,,,,0.013226542239085858,,
ACOT13,0.0016062200505097693,['Q9NPJ3'],,,,,,,,,,,,,,,,,,0.01321055008909015,,
PIGF,0.0016058693434766623,['Q07326'],,,,,,,,,,,,,,,,,,0.013207665656894208,,
CSTF1,0.0016029611925680789,['Q05048'],,,,,,,,,,,,,,,,,,0.013183747219795705,,
SMAD1,0.0016029139032503483,['Q15797'],,,,,,,,,,,,,,,,,,0.013183358283111494,,
TBC1D31,0.0016029139032503483,['Q96DN5'],,,,,,,,,,,,,,,,,,0.013183358283111494,,
FARSB,0.001589737668064021,['Q9NSD9'],,,,,,,,,,,,,,,,,,0.013074988751265988,,
RTKN2,0.001583588358505511,['Q8IZC4'],,,,,,,,,,,,,,,,,,0.013024413014827985,,
MRPL14,0.001569259243513299,['Q6P1L8'],,,,,,,,,,,,,,,,,,0.012906561484287775,,
GUCY1B1,0.0015578077810190702,['Q02153'],,,,,,,,,,,,,,,,,,0.012812377552998078,,
ZDHHC7,0.0015575854418764636,['Q9NXF8'],,,,,,,,,,,,,,,,,,0.012810548897964642,,
GON7,0.0015541923218138761,['Q9BXV9'],,,,,,,,,,,,,,,,,,0.012782641773700516,,
FNBP4,0.0015539632326471522,['Q8N3X1'],,,,,,,,,,,,,,,,,,0.012780757602281463,,
SMARCAD1,0.0015539632326471522,['Q9H4L7'],,,,,,,,,,,,,,,,,,0.012780757602281463,,
ABRAXAS1,0.0015530801528133703,['Q6UWZ7'],,,,,,,,,,,,,,,,,,0.012773494605923565,,
NRBP1,0.0015405008767638254,['Q9UHY1'],,,,,,,,,,,,,,,,,,0.012670034836333298,,
NHLRC1,0.0015369022345548978,['Q6VVB1'],,,,,,,,,,,,,,,,,,0.012640437370445195,,
CPEB2,0.0015342340041342138,['Q7Z5Q1'],,,,,,,,,,,,,,,,,,0.012618492188270129,,
TMEM186,0.0015294057649961135,['Q96B77'],,,,,,,,,,,,,,,,,,0.012578781754475124,,
H2BC13,0.001524295825661968,['Q99880'],,,,,,,,,,,,,,,,,,0.012536754443519493,,
LYRM4,0.0015190942097727553,['Q9HD34'],,,,,,,,,,,,,,,,,,0.01249397312770486,,
Y_RNA,0.0015053842770726754,Not found,,,,,,,,,,,,,,,,,,0.012381214136435278,,
PIGB,0.001498206236017752,['Q92521'],,,,,,,,,,,,,,,,,,0.012322177474013141,,
PPP1R11,0.0014936969112342496,['O60927'],,,,,,,,,,,,,,,,,,0.012285089989703924,,
CEP20,0.001488420053018181,['Q96NB1'],,,,,,,,,,,,,,,,,,0.012241689834317818,,
PEAK1,0.0014783194187388072,['Q9H792'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TBC1D20,0.0014783194187388072,['Q96BZ9'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
POMT1,0.0014783194187388072,['Q9Y6A1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MUSK,0.0014783194187388072,['O15146'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CRLF1,0.0014783194187388072,['O75462'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RECK,0.0014783194187388072,['O95980'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ANKRD23,0.0014783194187388072,['Q86SG2'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CFAP58,0.0014783194187388072,['Q5T655'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SAMD3,0.0014783194187388072,['Q8N6K7'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MUC20,0.0014783194187388072,['Q8N307'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GAST,0.0014783194187388072,['P01350'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CDC123,0.0014783194187388072,['O75794'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HAGHL,0.0014783194187388072,['Q6PII5'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MIR573,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
IGLON5,0.0014783194187388072,['A6NGN9'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GABRE,0.0014783194187388072,['P78334'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
STK38,0.0014783194187388072,['Q15208'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TWF1,0.0014783194187388072,['Q12792'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
USP14,0.0014783194187388072,['P54578'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HS3ST2,0.0014783194187388072,['Q9Y278'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PLAAT1,0.0014783194187388072,['Q9HDD0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ADRA2A,0.0014783194187388072,['P08913'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
Vault,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
TMC5,0.0014783194187388072,['Q6UXY8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
IFNL4,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
EFHB,0.0014783194187388072,['Q8N7U6'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PTPRN2,0.0014783194187388072,['Q92932'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
WDTC1,0.0014783194187388072,['Q8N5D0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MYDGF,0.0014783194187388072,['Q969H8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TXK,0.0014783194187388072,['P42681'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LHX6,0.0014783194187388072,['Q9UPM6'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
INTS6,0.0014783194187388072,['Q9UL03'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CAPN5,0.0014783194187388072,['O15484'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
DNAJC6,0.0014783194187388072,['O75061'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GXYLT2,0.0014783194187388072,['A0PJZ3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RAB23,0.0014783194187388072,['Q9ULC3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SLC44A4,0.0014783194187388072,['Q53GD3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
UCHL5,0.0014783194187388072,['Q9Y5K5'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PYGB,0.0014783194187388072,['P11216'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
KCNMB4,0.0014783194187388072,['Q86W47'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
USP6NL,0.0014783194187388072,['Q92738'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
APCS,0.0014783194187388072,['P02743'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HAUS1,0.0014783194187388072,['Q96CS2'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LINC00674,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
COMMD3-BMI1,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
IFI44,0.0014783194187388072,['Q8TCB0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PTCHD1,0.0014783194187388072,['Q96NR3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MFHAS1,0.0014783194187388072,['Q9Y4C4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GPR3,0.0014783194187388072,['P46089'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LPAR6,0.0014783194187388072,['P43657'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CHMP1A,0.0014783194187388072,['Q9HD42'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
KRT90P,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
ESYT1,0.0014783194187388072,['Q9BSJ8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PYM1,0.0014783194187388072,['Q9BRP8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CLSTN2,0.0014783194187388072,['Q9H4D0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RNF168,0.0014783194187388072,['Q8IYW5'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HS3ST3B1,0.0014783194187388072,['Q9Y662'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GFRAL,0.0014783194187388072,['Q6UXV0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NAA10,0.0014783194187388072,['P41227'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SPTLC1,0.0014783194187388072,['O15269'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SLC17A9,0.0014783194187388072,['Q9BYT1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
USP4,0.0014783194187388072,['Q13107'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ZMAT2,0.0014783194187388072,['Q96NC0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SPATS2,0.0014783194187388072,['Q86XZ4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
STXBP1,0.0014783194187388072,['P61764'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
EIF3C,0.0014783194187388072,['Q99613'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
H1-1,0.0014783194187388072,['Q02539'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
UXT,0.0014783194187388072,['Q9UBK9'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ZNF318,0.0014783194187388072,['Q5VUA4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NR2C2,0.0014783194187388072,['P49116'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NALF2,0.0014783194187388072,['O75949'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PIK3C2B,0.0014783194187388072,['O00750'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ZFHX2,0.0014783194187388072,['Q9C0A1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CDK2AP1,0.0014783194187388072,['O14519'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HSF4,0.0014783194187388072,['Q9ULV5'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
OR2L5,0.0014783194187388072,['Q8NG80'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SHANK2,0.0014783194187388072,['Q9UPX8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CHDH,0.0014783194187388072,['Q8NE62'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MIR596,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
RGS3,0.0014783194187388072,['P49796'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
H2AC8,0.0014783194187388072,['P04908'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RASL12,0.0014783194187388072,['Q9NYN1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
FAM76B,0.0014783194187388072,['Q5HYJ3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PHOSPHO1,0.0014783194187388072,['Q8TCT1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
KRT75,0.0014783194187388072,['O95678'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MIRLET7B,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
ANKRD54,0.0014783194187388072,['Q6NXT1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TAPBPL,0.0014783194187388072,['Q9BX59'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NPFFR2,0.0014783194187388072,['Q9Y5X5'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
DBT,0.0014783194187388072,['P11182'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
FCAR,0.0014783194187388072,['P24071'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LONP1,0.0014783194187388072,['P36776'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ENPP6,0.0014783194187388072,['Q6UWR7'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GP2,0.0014783194187388072,['P55259'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
DIRC3,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
ANKHD1,0.0014783194187388072,['Q8IWZ3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GGA1,0.0014783194187388072,['Q9UJY5'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PLP2,0.0014783194187388072,['Q04941'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SERINC2,0.0014783194187388072,['Q96SA4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LHX2,0.0014783194187388072,['P50458'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PGLYRP1,0.0014783194187388072,['O75594'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
WASH4P,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
CLCN5,0.0014783194187388072,['P51795'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SPDYA,0.0014783194187388072,['Q5MJ70'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ANKRD27,0.0014783194187388072,['Q96NW4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HTR7,0.0014783194187388072,['P34969'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MICD,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
PPP2R3B,0.0014783194187388072,['Q9Y5P8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
THSD7A,0.0014783194187388072,['Q9UPZ6'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RALGPS2,0.0014783194187388072,['Q86X27'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GLDN,0.0014783194187388072,['Q6ZMI3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CYP26C1,0.0014783194187388072,['Q6V0L0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GPRC5D,0.0014783194187388072,['Q9NZD1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SLC22A11,0.0014783194187388072,['Q9NSA0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NDFIP2,0.0014783194187388072,['Q9NV92'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CPSF1,0.0014783194187388072,['Q10570'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ANO6,0.0014783194187388072,['Q4KMQ2'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
EIF1AD,0.0014783194187388072,['Q8N9N8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PRMT7,0.0014783194187388072,['Q9NVM4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
P2RY13,0.0014783194187388072,['Q9BPV8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CYLC2,0.0014783194187388072,['Q14093'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GGPS1,0.0014783194187388072,['O95749'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
EPM2A,0.0014783194187388072,['O95278'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SLC35F3,0.0014783194187388072,['Q8IY50'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ANKRD39,0.0014783194187388072,['Q53RE8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CTDSP1,0.0014783194187388072,['Q9GZU7'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TSPAN18,0.0014783194187388072,['Q96SJ8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
H2AZ2,0.0014783194187388072,['Q71UI9'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HPR,0.0014783194187388072,['P00739'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LINC02598,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
HGS,0.0014783194187388072,['O14964'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CBX6,0.0014783194187388072,['O95503'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CEP152,0.0014783194187388072,['O94986'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GSTK1,0.0014783194187388072,['Q9Y2Q3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
IL1RAPL1,0.0014783194187388072,['Q9NZN1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MFF,0.0014783194187388072,['Q9GZY8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RNASET2,0.0014783194187388072,['O00584'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RFX4,0.0014783194187388072,['Q33E94'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
C1orf116,0.0014783194187388072,['Q9BW04'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CRIPTO3,0.0014783194187388072,['P51864'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ADAM30,0.0014783194187388072,['Q9UKF2'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ECE1,0.0014783194187388072,['P42892'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PINX1,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
CKAP2L,0.0014783194187388072,['Q8IYA6'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ST13,0.0014783194187388072,['P50502'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RAP1AP,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
GGA2,0.0014783194187388072,['Q9UJY4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TTBK1,0.0014783194187388072,['Q5TCY1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LINC02757,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
DHX30,0.0014783194187388072,['Q7L2E3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GCSH,0.0014783194187388072,['P23434'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SLC38A7,0.0014783194187388072,['Q9NVC3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CHCHD10,0.0014783194187388072,['Q8WYQ3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SEPSECS,0.0014783194187388072,['Q9HD40'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
POF1B,0.0014783194187388072,['Q8WVV4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RIMS3,0.0014783194187388072,['Q9UJD0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CASZ1,0.0014783194187388072,['Q86V15'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SMYD1,0.0014783194187388072,['Q8NB12'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
AGO3,0.0014783194187388072,['Q9H9G7'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HAAO,0.0014783194187388072,['P46952'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PAX8-AS1,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
CHST15,0.0014783194187388072,['Q7LFX5'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
POGLUT2,0.0014783194187388072,['Q6UW63'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SNORA61,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
DRG2,0.0014783194187388072,['P55039'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
DPPA3,0.0014783194187388072,['Q6W0C5'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
DOCK7,0.0014783194187388072,['Q96N67'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
KDM1B,0.0014783194187388072,['Q8NB78'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CHRM2,0.0014783194187388072,['P08172'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NEO1,0.0014783194187388072,['Q92859'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RPL22P1,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
MIR15A,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
NAA15,0.0014783194187388072,['Q9BXJ9'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HECTD3,0.0014783194187388072,['Q5T447'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TACC1,0.0014783194187388072,['O75410'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PRSS21,0.0014783194187388072,['Q9Y6M0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
HSD17B4,0.0014783194187388072,['P51659'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
IL11RA,0.0014783194187388072,['Q14626'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PCNX4,0.0014783194187388072,['Q63HM2'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PLCXD3,0.0014783194187388072,['Q63HM9'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
STYK1,0.0014783194187388072,['Q6J9G0'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
QSOX2,0.0014783194187388072,['Q6ZRP7'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PCYT1B,0.0014783194187388072,['Q9Y5K3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LDLRAP1,0.0014783194187388072,['Q5SW96'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PIDD1,0.0014783194187388072,['Q9HB75'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RAB20,0.0014783194187388072,['Q9NX57'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TRPM3,0.0014783194187388072,['Q9HCF6'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
DNAJA1,0.0014783194187388072,['P31689'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
DENND6B,0.0014783194187388072,['Q8NEG7'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PCGEM1,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
SAR1B,0.0014783194187388072,['Q9Y6B6'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
KCNB1,0.0014783194187388072,['Q14721'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LUCAT1,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
CAPZB,0.0014783194187388072,['P47756'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
DCT,0.0014783194187388072,['P40126'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CLEC4A,0.0014783194187388072,['Q9UMR7'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CREB3,0.0014783194187388072,['O43889'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TDP1,0.0014783194187388072,['Q9NUW8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NKX3-1,0.0014783194187388072,['Q99801'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
RELT,0.0014783194187388072,['Q969Z4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
LIMA1,0.0014783194187388072,['Q9UHB6'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
C10orf53,0.0014783194187388072,['Q8N6V4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
SPPL3,0.0014783194187388072,['Q8TCT6'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NUBPL,0.0014783194187388072,['Q8TB37'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ADAM12,0.0014783194187388072,['O43184'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CD14,0.0014783194187388072,['P08571'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
DAAM1,0.0014783194187388072,['Q9Y4D1'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
G3BP2,0.0014783194187388072,['Q9UN86'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NRP2,0.0014783194187388072,['O60462'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ADGRL2,0.0014783194187388072,['O95490'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
PPM1H,0.0014783194187388072,['Q9ULR3'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TRPV5,0.0014783194187388072,['Q9NQA5'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
CYP21A2,0.0014783194187388072,['P08686'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
GALNT6,0.0014783194187388072,['Q8NCL4'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
STRADB,0.0014783194187388072,['Q9C0K7'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NBR2,0.0014783194187388072,Not found,,,,,,,,,,,0.012158615952232422,,,,,,,,,
CAV3,0.0014783194187388072,['P56539'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MYG1,0.0014783194187388072,['Q9HB07'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
BEGAIN,0.0014783194187388072,['Q9BUH8'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
NAT1,0.0014783194187388072,['P18440'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
EIF1B,0.0014783194187388072,['O60739'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
TFCP2L1,0.0014783194187388072,['Q9NZI6'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
MYO10,0.0014783194187388072,['Q9HD67'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
ZNF70,0.0014783194187388072,['Q9UC06'],,,,,,,,,,,0.012158615952232422,,,,,,,,,
