symbol,overall_score,uniprot_id,chembl_score,uniprot_variants_score,cancer_gene_census_score,intogen_score,eva_somatic_score,eva_score,uniprot_literature_score,gene_burden_score,slapenrich_score,cancer_biomarkers_score,europepmc_score,genomics_england_score,gene2phenotype_score,clingen_score,orphanet_score,impc_score,crispr_score,expression_atlas_score,reactome_score,ot_genetics_portal_score
GAD1,0.08300671606278862,['Q99259'],,,,,,,,,,,0.6826987248293496,,,,,,,,,
IL10RA,0.08294267111970752,['Q13651'],,,,,,,,,,,0.6821719794881633,,,,,,,,,
WNT5A,0.08291133608818534,['P41221'],,,,,,,,,,,0.6819142607507241,,,,,,,,,
PTGDR2,0.08288095160088378,['Q9Y5Y4'],,,,,,,,,,,0.6816643598786106,,,,,,,,,
LGALS1,0.08286984552503437,['P09382'],,,,,,,,,,,0.6769946315163022,,,,,,,0.018313540420164236,,
CDCP1,0.0828296210655109,['Q9H5V8'],,,,,,,,,,,0.6812421857136025,,,,,,,,,
UHRF1,0.0828111517336257,['Q96T88'],,,,,,,,,,,0.6810902824710151,,,,,,,,,
CDH2,0.0827879947946143,['P19022'],,,,,,,,,,,0.6753954979937639,,,,,,,0.02201730978309375,,
CD37,0.08277312294072468,['P11049'],,,,,,,,,,,0.6807775100876251,,,,,,,,,
IRF7,0.08273734307666845,['Q92985'],,,,,,,,,,,0.680483234290143,,,,,,,,,
VMP1,0.08270375859277662,['Q96GC9'],,,,,,,,,,,0.6802070146610028,,,,,,,,,
TIMP3,0.08268173488320735,['P35625'],,,,,,,,,,,0.6800258780114384,,,,,,,,,
PSIP1,0.08268112441546278,['O75475'],,,,,,,,,,,0.6800208571460129,,,,,,,,,
ADAM17,0.08251140261915726,['P78536'],,,,,,,,,,,0.6786249598089122,,,,,,,,,
ABCC1,0.08245766773190669,['P33527'],,,,,,,,,,,0.6781830107625596,,,,,,,,,
CDC25B,0.08241014502054947,['P30305'],,,,,,,,,,,0.6777921545043808,,,,,,,,,
DNAJB6,0.08231364652394275,['O75190'],,,,,,,,,,,0.6769984910069413,,,,,,,,,
CCN5,0.08228182159201156,['O76076'],,,,,,,,,,,0.6767367430246363,,,,,,,,,
FOSB,0.08224817988624238,['P53539'],,,,,,,,,,,0.6717543516593858,,,,,,,0.01882280443157667,,
SHH,0.08224778479688645,['Q15465'],,,,,,,,,,,0.6764568033073294,,,,,,,,,
GAB2,0.08223273164747166,['Q9UQC2'],,,,,,,,,,,0.6708035327708374,,,,,,,0.0221178563908681,,
GPR132,0.08213419497227918,['Q9UNW8'],,,,,,,,,,,0.6755225701260732,,,,,,,,,
KDM5B,0.08211696148374587,['Q9UGL1'],,,,,,,,,,,0.6753808312258478,,,,,,,,,
C3AR1,0.08210590823343022,['Q16581'],,,,,,,,,,,0.6752899224385397,,,,,,,,,
HIPK2,0.082079865473414,['Q9H2X6'],,,,,,,,,,,0.675075730624944,,,,,,,,,
STMN1,0.08207200791244798,['P16949'],,,,,,,,,,,0.6750111051692432,,,,,,,,,
SIRT6,0.08200417120981379,['Q8N6T7'],,,,,,,,,,,0.6744531740453333,,,,,,,,,
DLX5,0.08189744597239612,['P56178'],,,,,,,,,,,0.6735753994874645,,,,,,,,,
MYCN,0.08180983713856632,['P04198'],,,,,,,,,,,0.672854850091267,,,,,,,,,
RAD50,0.08180544541975329,['Q92878'],,,,,,,,,,,0.1485006068899187,,,,,0.6356935781489342,,,,
SMG1,0.08178328686172685,['Q96Q15'],,,,,,,,,,,0.6726364841444866,,,,,,,,,
EPHB1,0.08167829967967914,['P54762'],0.12158615952232422,,,,,,,,,,0.25536882728214017,,,,,,,,,
MCM5,0.08146236206920392,['P33992'],,,,,,,,,,,0.6699969995700601,,,,,,,,,
OGG1,0.08144305661953645,['O15527'],,,,,,,,,,,0.6698382195761585,,,,,,,,,
TNFAIP2,0.08141056354010077,['Q03169'],,,,,,,,,,,0.6695709763343016,,,,,,,,,
IL34,0.08140776523568223,['Q6ZMJ4'],,,,,,,,,,,0.6695479613428789,,,,,,,,,
SLC9A1,0.08139697325251058,['P19634'],,,,,,,,,,,0.6694592013786358,,,,,,,,,
BCL2L11,0.08135475648416746,['O43521'],,,,,,,,,,,0.5462949685834162,,,,,0.4912680636153925,,,,
HSPA8,0.08132998600635101,['P11142'],,,,,,,,,,,0.6689082567117202,,,,,,,,,
NCL,0.08129445824179318,['P19338'],,,,,,,,,,,0.6686160543368989,,,,,,,,,
HHEX,0.08123681144574335,['Q03014'],,,,,,,,,,,0.6636327174082286,,,,,,,0.018036855670642473,,
PADI2,0.08120357617618962,['Q9Y2J8'],,,,,,,,,,,0.6678685838520951,,,,,,,,,
EPCAM,0.08118611522879646,['P16422'],,,,,,,,,,,0.6615086298702417,,,,,,,0.024865377275456905,,
CENPE,0.08112277810329203,['Q02224'],,,,,,,,,,,0.6672040503787541,,,,,,,,,
SIRT1,0.08110269072989448,['Q96EB6'],,,,,,,,,,,0.667038839359042,,,,,,,,,
DHX15,0.08101412229552067,['O43143'],,,,,,,,,,,0.6663103976126972,,,,,,,,,
SLC22A3,0.08099958481839717,['O75751'],,,,,,,,,,,0.6661908323827348,,,,,,,,,
USP32,0.08097910393478336,['Q8NFA0'],,,,,,,,,,,0.5668954687728367,,,,,0.3965076644722395,,,,
CAMK4,0.08095398444687099,['Q16566'],,,,,,,,,,,0.6658157866398203,,,,,,,,,
YOD1,0.08092402627032827,['Q5VVQ6'],,,,,,,,,,,0.6655693920118427,,,,,,,,,
SPAG1,0.0808627422593333,['Q07617'],,,,,,,,,,,0.661389867778263,,,,,,,0.014701946042285427,,
CYP2E1,0.08083078599360882,['P05181'],,,,,,,,,,,0.6648025261359424,,,,,,,,,
STK3,0.08070186771323447,['Q13188'],,,,,,,,,,,0.6637422222256879,,,,,,,,,
NAT10,0.08057867442833958,['Q9H0A0'],,,,,,,,,,,0.6627290042296686,,,,,,,,,
GSK3B,0.08057813852527713,['P49841'],,,,,,,,,,,0.6627245966304439,,,,,,,,,
MT-ND5,0.08057471155969428,['P03915'],0.12158615952232422,,,,,,,,,,0.21906245411201822,,,,,,,,,
CXCL10,0.08055466880717252,['P02778'],,,,,,,,,,,0.662531567109676,,,,,,,,,
CSF2RA,0.08052044245023213,Not found,,,,,,,,,,,0.6622500683184084,,,,,,,,,
VEGFC,0.08046212887656094,['P49767'],,,,,,,,,,,0.6617704613146156,,,,,,,,,
ITPR2,0.08031798258540147,['Q14571'],,,,,,,,,,,0.6605849127972039,,,,,,,,,
XIST,0.08026428137039061,Not found,,,,,,,,,,,0.6601432406922387,,,,,,,,,
XDH,0.08023072186692687,['P47989'],0.12158615952232422,,,,,,,,,,0.20774571562405708,,,,,,,,,
EIF4EBP1,0.08022898405010219,['Q13541'],,,,,,,,,,,0.6598529336340415,,,,,,,,,
DKK1,0.08022264860399912,['O94907'],,,,,,,,,,,0.6598008269951942,,,,,,,,,
F2R,0.08018026153503345,['P25116'],,,,,,,,,,,0.6568236320095355,,,,,,,0.010514309745296052,,
CDH23,0.08017829625243113,['Q9H251'],,,,,,,,,,,0.6594360457426056,,,,,,,,,
SFRP2,0.08016238753920887,['Q96HF1'],,,,,,,,,,,0.6593052026163422,,,,,,,,,
SERPINE1,0.08008175248699385,['P05121'],,,,,,,,,,,0.6586420099262218,,,,,,,,,
TNFRSF9,0.08007869985368504,['Q07011'],,,,,,,,,,,0.6586169031762363,,,,,,,,,
PVRIG,0.08007563518168541,['Q6DKI7'],,,,,,,,,,,0.6585916974125896,,,,,,,,,
DANCR,0.0800695761170557,Not found,,,,,,,,,,,0.6585418639064282,,,,,,,,,
ZFP91,0.08005344781966095,['Q96JP5'],,,,,,,,,,,0.6584092147837147,,,,,,,,,
TRH,0.08002283347040436,['P20396'],,,,,,,,,,,0.6581574233842915,,,,,,,,,
TNFRSF11A,0.08001931098795653,['Q9Y6Q6'],,,,,,,,,,,0.6581284523035232,,,,,,,,,
SETD7,0.08001814498206775,['Q8WTS6'],,,,,,,,,,,0.6581188623477803,,,,,,,,,
F2RL1,0.07994628223254574,['P55085'],,,,,,,,,,,0.6575278185167691,,,,,,,,,
PWAR1,0.07993864364362423,Not found,,,,,,,,,,,0.6574649940229984,,,,,,,,,
PCBP1,0.07988057914726847,['Q15365'],,,,,,,,,,,0.6569874355855588,,,,,,,,,
ARHGAP9,0.07987031304019389,['Q9BRR9'],,,,,,,,,,,0.6569030007525571,,,,,,,,,
PBK,0.07983294351294444,['Q96KB5'],,,,,,,,,,,0.6565956505788512,,,,,,,,,
ATG5,0.07965225221007849,['Q9H1Y0'],,,,,,,,,,,0.6551095332150341,,,,,,,,,
DGKA,0.07960339425625494,['P23743'],,,,,,,,,,,0.6547076950945153,,,,,,,,,
ATG3,0.07953086843368906,['Q9NT62'],,,,,,,,,,,0.6541111977394642,,,,,,,,,
IL24,0.07952084218463201,['Q13007'],,,,,,,,,,,0.654028735647591,,,,,,,,,
PIM2,0.0794837026028228,['Q9P1W9'],0.07599134970145263,,,,,,,,,,0.5587340895610127,,,,,,,,,
NEDD4L,0.07946993486428547,['Q96PU5'],,,,,,,,,,,0.6536100422654944,,,,,,,,,
HIVEP3,0.07942373738244987,['Q5T1R4'],,,,,,,,,,,0.653230085516987,,,,,,,,,
EPHB4,0.07940002267510761,['P54760'],0.12158615952232422,,,,,,,,,,0.1804169737645288,,,,,,,,,
SPAG6,0.07938062078029859,['O75602'],,,,,,,,,,,0.6528754678341795,,,,,,,,,
NCR1,0.07937326689797546,['O76036'],,,,,,,,,,,0.6528149849440872,,,,,,,,,
ICOSLG,0.07935849348973992,['O75144'],,,,,,,,,,,0.6526934792703032,,,,,,,,,
HTR1B,0.07935187463292784,['P28222'],,,,,,,,,,,0.6526390416859756,,,,,,,,,
MLKL,0.07926683612336573,['Q8NB16'],,,,,,,,,,,0.6519396322310161,,,,,,,,,
SRPK1,0.07923474886049461,['Q96SB4'],,,,,,,,,,,0.6516757266763282,,,,,,,,,
POU4F1,0.07920270518723996,['Q01851'],,,,,,,,,,,0.6514121796296863,,,,,,,,,
BCL2L10,0.07917755299211574,['Q9HD36'],0.12158615952232422,,,,,,,,,,0.17309805905035744,,,,,,,,,
EDN1,0.0791124770952476,['P05305'],,,,,,,,,,,0.6506700878295436,,,,,,,,,
GPAM,0.07909008890252618,['Q9HCL2'],,,,,,,,,,,0.6504859534444346,,,,,,,,,
APOA5,0.07908495293909462,['Q6Q788'],,,,,,,,,,,0.650443712095158,,,,,,,,,
TAAR1,0.07907405491937479,['Q96RJ0'],,,,,,,,,,,0.6503540800205647,,,,,,,,,
ZBTB46,0.07899256088531773,['Q86UZ6'],,,,,,,,,,,0.6496838225309193,,,,,,,,,
MBD2,0.07886003034583772,['Q9UBB5'],,,,,,,,,,,0.6485938091609709,,,,,,,,,
KDM4B,0.07884267572202891,['O94953'],,,,,,,,,,,0.6484510739690956,,,,,,,,,
PVALB,0.0787402885249447,['P20472'],,,,,,,,,,,0.6476089781459652,,,,,,,,,
CKS1B,0.07871024294076691,['P61024'],,,,,,,,,,,0.647361864623375,,,,,,,,,
FBXO9,0.07866034966038447,['Q9UK97'],,,,,,,,,,,0.6469515113349871,,,,,,,,,
FGF23,0.07865935889957475,['Q9GZV9'],,,,,,,,,,,0.6469433627034847,,,,,,,,,
RHOBTB3,0.07862298103063302,['O94955'],,,,,,,,,,,0.6466441685428611,,,,,,,,,
MELK,0.07861025105786056,['Q14680'],,,,,,,,,,,0.6465394693499392,,,,,,,,,
IFIT3,0.07859128110217121,['O14879'],,,,,,,,,,,0.6463834486666323,,,,,,,,,
THBS1,0.07858336759303652,['P07996'],,,,,,,,,,,0.6463183630584859,,,,,,,,,
CD69,0.07857125873873756,['Q07108'],,,,,,,,,,,0.6418621660763817,,,,,,,0.017426425011237832,,
PSMB9,0.07855965951365342,['P28065'],,,,,,,,,,,0.6461233731066998,,,,,,,,,
HOPX,0.07854712427100721,['Q9BPY8'],,,,,,,,,,,0.6460202754951341,,,,,,,,,
SLC25A21,0.07853571912049913,['Q9BQT8'],,,,,,,,,,,0.6459264724623474,,,,,,,,,
SPNS3,0.07849219082650293,['Q6ZMD2'],,,,,,,,,,,0.6455684687704205,,,,,,,,,
FZD6,0.07847739908718986,['O60353'],,,,,,,,,,,0.6428446010577885,,,,,,,0.010408845090780678,,
PTK2B,0.07845397603182275,['Q14289'],,,,,,,,,,,0.6452541665930155,,,,,,,,,
PIK3C3,0.07842667833371245,['Q8NEB9'],,,,,,,,,,,0.6450296533900528,,,,,,,,,
CDKN2D,0.07842585291868613,['P55273'],,,,,,,,,,,0.6450228646648428,,,,,,,,,
TSPAN32,0.07841006196990634,['Q96QS1'],,,,,,,,,,,0.6448929901064077,,,,,,,,,
CEBPG,0.07832546924761184,['P53567'],,,,,,,,,,,0.6441972470824744,,,,,,,,,
TIGAR,0.07832013087193306,['Q9NQ88'],,,,,,,,,,,0.6441533409693135,,,,,,,,,
TGIF1,0.07826654179300377,['Q15583'],,,,,,,,,,,0.643712591141045,,,,,,,,,
WWP1,0.07824567714483471,['Q9H0M0'],,,,,,,,,,,0.6435409873314417,,,,,,,,,
TGFA,0.07822833231460713,['P01135'],,,,,,,,,,,0.6433983326880538,,,,,,,,,
CCL1,0.07821763345364248,['P22362'],,,,,,,,,,,0.6433103386186079,,,,,,,,,
BASP1,0.07806412593194931,['P80723'],,,,,,,,,,,0.6420477975341929,,,,,,,,,
SRSF10,0.0780224137667704,['O75494'],,,,,,,,,,,0.6417047308122668,,,,,,,,,
KMT5A,0.0780224137667704,['Q9NQR1'],,,,,,,,,,,0.6417047308122668,,,,,,,,,
PDIA3,0.07799394126585918,['P30101'],,,,,,,,,,,0.6414705553022986,,,,,,,,,
RASA3,0.0779855710678124,['Q14644'],,,,,,,,,,,0.13971938425775085,,,,,0.6064718675368017,,,,
TLN1,0.07796473654918158,['Q9Y490'],,,,,,,,,,,0.6369651126133326,,,,,,,0.017060979929265994,,
KIF5A,0.07793214057603416,['Q12840'],,,,,,,,,,,0.6409622680920782,,,,,,,,,
BHLHE41,0.0778454260808047,['Q9C0J9'],,,,,,,,,,,0.6402490742913188,,,,,,,,,
TRIM13,0.07783762383942805,['O60858'],,,,,,,,,,,0.6401849038182377,,,,,,,,,
CD24,0.07780684986051732,['P25063'],,,,,,,,,,,0.6399317995255154,,,,,,,,,
IER5,0.07761176948378738,['Q5VY09'],,,,,,,,,,,0.6383273374922022,,,,,,,,,
LOX,0.07759584444707844,['P28300'],,,,,,,,,,,0.6381963601114582,,,,,,,,,
RAET1E,0.07759123726963824,['Q8TD07'],,,,,,,,,,,0.6381584678261989,,,,,,,,,
GRB2,0.07757509214518668,['P62993'],0.12158615952232422,,,,,,,,,,0.12037953078284305,,,,,,,,,
NDUFV1,0.07756219230522227,['P49821'],0.12158615952232422,,,,,,,,,,0.11995514563851087,,,,,,,,,
HEPH,0.07755973269631015,['Q9BQS7'],,,,,,,,,,,0.056233598779074946,,,,,0.6238409549770066,,,,
EPHA4,0.07742733887019264,['P54764'],0.12158615952232422,,,,,,,,,,0.11551867242282822,,,,,,,,,
NDUFS2,0.07742697955644502,['O75306'],0.12158615952232422,,,,,,,,,,0.115506851546208,,,,,,,,,
BNIP3L,0.07740458748568482,['O60238'],,,,,,,,,,,0.20425638397102017,,,,,0.5855592482249122,,,,
CD96,0.07737992042515422,['P40200'],,,,,,,,,,,0.6246297722565166,,,,,,,0.04716277901407457,,
SPARC,0.07737722454576751,['P09486'],,,,,,,,,,,0.6293913982458645,,,,,,,0.028027584718989314,,
USP15,0.07733711573522786,['Q9Y4E8'],,,,,,,,,,,0.6360684146868553,,,,,,,,,
CDC25C,0.07732419575760242,['P30307'],,,,,,,,,,,0.6359621527761559,,,,,,,,,
PTK2,0.07729328044955398,['Q05397'],0.06079307976116211,,,,,,,,,,0.559716536403481,,,,,,,,,
PBX3,0.077277561940806,['P40426'],,,,,,,,,,,0.635578607338257,,,,,,,,,
ASNS,0.07727451942210456,['P08243'],,,,,,,,,,,0.6355535837770772,,,,,,,,,
RBMX,0.0771908590937298,['P38159'],,,,,,,,,,,0.634865509339136,,,,,,,,,
DOK6,0.0771908590937298,['Q6PKX4'],,,,,,,,,,,0.634865509339136,,,,,,,,,
DYRK1A,0.07717562926276247,['Q13627'],,,,,,,,,,,0.6312612217708388,,,,,,,0.0139161119633299,,
NDUFS8,0.07711386329067049,['O00217'],0.12158615952232422,,,,,,,,,,0.10520580192001108,,,,,,,,,
NAT2,0.07706663919812744,['P11245'],,,,,,,,,,,0.6338438478598164,,,,,,,,,
SALL1,0.07702803863552705,['Q9NSC2'],,,,,,,,,,,0.6335263728877305,,,,,,,,,
TRIM31,0.07701714399128463,['Q9BZY9'],,,,,,,,,,,0.6334367685751573,,,,,,,,,
IFNA2,0.07701307239513122,['P01563'],,,,,,,,,,,0.63340328124264,,,,,,,,,
RUVBL2,0.07693174255116753,['Q9Y230'],,,,,,,,,,,0.6327343741541752,,,,,,,,,
AHSP,0.07691569104255502,['Q9NZD4'],,,,,,,,,,,0.08933205331570766,,,,,0.6084861176678953,,0.016049030338973706,,
HOXB5,0.07690140958023954,['P09067'],,,,,,,,,,,0.6324848969846754,,,,,,,,,
MT-ND3,0.07688610970522106,['P03897'],0.12158615952232422,,,,,,,,,,0.09771305483944787,,,,,,,,,
EPHB2,0.07688610970522106,['P29323'],0.12158615952232422,,,,,,,,,,0.09771305483944785,,,,,,,,,
EPHA5,0.07687260977441797,['P54756'],0.12158615952232422,,,,,,,,,,0.09726892761785938,,,,,,,,,
CYSLTR1,0.07687132651103366,['Q9Y271'],0.12158615952232422,,,,,,,,,,0.09722671020135858,,,,,,,,,
PAK1,0.07684181145319426,['Q13153'],,,,,,,,,,,0.6319947250170811,,,,,,,,,
MT3,0.07679828315919804,['P25713'],,,,,,,,,,,0.6316367213251541,,,,,,,,,
ARHGEF6,0.07667755374000103,['Q15052'],,,,,,,,,,,0.6306437676890552,,,,,,,,,
TSPAN33,0.0766631750304324,['Q86UF1'],,,,,,,,,,,0.01823792392834863,,,,,0.625966027279866,,,,
GSDME,0.07664942460661671,['O60443'],,,,,,,,,,,0.6304124162466308,,,,,,,,,
PARP10,0.07660569099047904,['Q53GL7'],,,,,,,,,,,0.630052723858044,,,,,,,,,
NCR3LG1,0.07658441442536905,['Q68D85'],,,,,,,,,,,0.6298777321879924,,,,,,,,,
IFI30,0.07655896763254634,['P13284'],,,,,,,,,,,0.6296684419782951,,,,,,,,,
FST,0.07655702964294554,['P19883'],,,,,,,,,,,0.6296525027496164,,,,,,,,,
ZIC2,0.07654409434803158,['O95409'],,,,,,,,,,,0.6295461148600343,,,,,,,,,
CHKA,0.07654233653908554,['P35790'],,,,,,,,,,,0.6295316575488326,,,,,,,,,
PLA2G4A,0.07651262167694525,['P47712'],,,,,,,,,,,0.629287264089437,,,,,,,,,
HK2,0.0764932417336978,['P52789'],,,,,,,,,,,0.6291278714141226,,,,,,,,,
USP30,0.07649029994696079,['Q70CQ3'],,,,,,,,,,,0.6291036763351058,,,,,,,,,
BMI1P1,0.0764824977055841,Not found,,,,,,,,,,,0.6290395058620245,,,,,,,,,
E2F7,0.07641330414390149,['Q96AV8'],,,,,,,,,,,0.6284704150875937,,,,,,,,,
KIF21B,0.07633423626331222,['O75037'],,,,,,,,,,,0.627820111789094,,,,,,,,,
KIR3DL1,0.07622607784676887,['P43629'],,,,,,,,,,,0.6269305498770453,,,,,,,,,
PSMD3,0.0761862178554119,['O43242'],,,,,,,,,,,0.626602716581598,,,,,,,,,
HNRNPU,0.07617451449334686,['Q00839'],,,,,,,,,,,0.6265064608719761,,,,,,,,,
SRP14,0.07613345006504857,['P37108'],,,,,,,,,,,0.6261687215399697,,,,,,,,,
NDUFA1,0.07613345006504857,['O15239'],0.12158615952232422,,,,,,,,,,0.07295169571339452,,,,,,,,,
SPATS2L,0.07612831701151129,['Q9NUQ6'],,,,,,,,,,,0.6261265041234689,,,,,,,,,
PRICKLE1,0.07609238563675028,['Q96MT3'],,,,,,,,,,,0.6258309822079632,,,,,,,,,
EPHA1,0.07602552447174127,['P21709'],0.12158615952232422,,,,,,,,,,0.06940110759608523,,,,,,,,,
NFATC4,0.07601046210229519,['Q14934'],,,,,,,,,,,0.6251571922406105,,,,,,,,,
SH3BP5,0.07601025678015366,['O60239'],,,,,,,,,,,0.6251555035439503,,,,,,,,,
KCNH1,0.07600265986091849,['O95259'],,,,,,,,,,,0.6250930217675291,,,,,,,,,
BDH1,0.07600265986091849,['Q02338'],,,,,,,,,,,0.6250930217675291,,,,,,,,,
SPTA1,0.07594954203494537,['P02549'],,,,,,,,,,,,,,,,0.6246561478159067,,,,
NFIC,0.07592812792355706,['P08651'],,,,,,,,,,,0.6244800248799373,,,,,,,,,
CSRP2,0.07592812792355706,['Q16527'],,,,,,,,,,,0.6244800248799373,,,,,,,,,
NKX2-4,0.07591026489724731,['Q9H2Z4'],,,,,,,,,,,0.6243331082705146,,,,,,,,,
CTSB,0.07581133037258211,['P07858'],,,,,,,,,,,0.62351940936717,,,,,,,,,
RNF5,0.07580493463866217,['Q99942'],,,,,,,,,,,0.6234668068839181,,,,,,,,,
PRKD2,0.07580493463866217,['Q9BZL6'],,,,,,,,,,,0.6234668068839181,,,,,,,,,
MT-ND2,0.07577241360181762,['P03891'],0.12158615952232422,,,,,,,,,,0.06107414436546606,,,,,,,,,
EEF1A2,0.07576387021036386,['Q05639'],,,,,,,,,,,0.6231290675519116,,,,,,,,,
CUEDC2,0.07576387021036386,['Q9H467'],,,,,,,,,,,0.6231290675519116,,,,,,,,,
POU5F1B,0.07576387021036386,['Q06416'],,,,,,,,,,,0.6231290675519116,,,,,,,,,
SLC1A5,0.07574648637985713,['Q15758'],,,,,,,,,,,0.6229860921460345,,,,,,,,,
CBX2,0.07573841026481891,['Q14781'],,,,,,,,,,,0.6229196691660676,,,,,,,,,
SPINT2,0.07572547496990495,['O43291'],,,,,,,,,,,0.6228132812764855,,,,,,,,,
PCDH17,0.07570227356791641,['O14917'],,,,,,,,,,,0.622622458553902,,,,,,,,,
PCNA,0.0755956222952995,['P12004'],,,,,,,,,,,0.6217452923284374,,,,,,,,,
ACOT2,0.07557908028302153,['P49753'],,,,,,,,,,,0.6216092405578825,,,,,,,,,
STK10,0.07557908028302153,['O94804'],,,,,,,,,,,0.6216092405578825,,,,,,,,,
TNFAIP8,0.0755406850425626,['O95379'],,,,,,,,,,,0.6212934542824564,,,,,,,,,
RBM25,0.07553555198902531,['P49756'],,,,,,,,,,,0.6212512368659556,,,,,,,,,
DNM1L,0.07549181837288764,['O00429'],,,,,,,,,,,0.6208915444773688,,,,,,,,,
MT1X,0.07549181837288764,['P80297'],,,,,,,,,,,0.6208915444773688,,,,,,,,,
ICAM2,0.07548565870864288,['P13598'],,,,,,,,,,,0.6208408835775678,,,,,,,,,
FLVCR2,0.07546615310520119,['Q9UPI3'],,,,,,,,,,,0.6206804573948648,,,,,,,,,
SNAI2,0.07545588699812664,['O43623'],,,,,,,,,,,0.6205960225618633,,,,,,,,,
PRL,0.07540994067945413,['P01236'],,,,,,,,,,,0.6202181315350145,,,,,,,,,
NDUFAB1,0.07539858993600741,['O14561'],0.12158615952232422,,,,,,,,,,0.04086645917278119,,,,,,,0.017796272173510923,,
AK6,0.07539572761066962,['Q9Y3D8'],,,,,,,,,,,0.6201012344404738,,,,,,,,,
PRDM5,0.07539429035567917,['Q9NQX1'],,,,,,,,,,,0.6200894135638535,,,,,,,,,
SLC4A1,0.07538135130174682,['P02730'],,,,,,,,,,,0.04618585365188288,,,,,0.6084365313448017,,,,
RPS2,0.07537375814153001,['P15880'],,,,,,,,,,,0.6199205438978502,,,,,,,,,
GJB1,0.0753633276571943,['P08034'],,,,,,,,,,,0.6198347571242843,,,,,,,,,
PANDAR,0.07534049595460837,Not found,,,,,,,,,,,0.6196469750389249,,,,,,,,,
ATP1B1,0.07531996374045924,['P05026'],,,,,,,,,,,0.6194781053729217,,,,,,,,,
OPTN,0.07525070851996904,['Q96CV9'],,,,,,,,,,,0.6146011494187485,,,,,,,0.017229432237839286,,
GNA15,0.0752248995889487,['P30679'],,,,,,,,,,,0.6186962388193269,,,,,,,,,
MXD4,0.07520950042833682,['Q14582'],,,,,,,,,,,0.6185695865698245,,,,,,,,,
NMNAT1,0.07518896821418766,['Q9HAN9'],,,,,,,,,,,0.6184007169038211,,,,,,,,,
ZNF667,0.07518137129495248,['Q5HYK9'],,,,,,,,,,,0.6183382351274,,,,,,,,,
MARCHF5,0.07516843600003852,['Q9NX47'],,,,,,,,,,,0.618231847237818,,,,,,,,,
MIXL1,0.07515570602726603,['Q9H2W2'],,,,,,,,,,,0.6181271480448959,,,,,,,,,
CACNA1B,0.07513507115204615,['Q00975'],0.12158615952232422,,,,,,,,,,0.04010654567576667,,,,,,,,,
ZNF300,0.07508361777594887,['Q96RE9'],,,,,,,,,,,0.6130813224247194,,,,,,,0.017811708490062073,,
SH3BGRL3,0.07506577492929277,['Q9H299'],,,,,,,,,,,0.6173874989078019,,,,,,,,,
UNCX,0.07502471050099445,['A6NJT0'],,,,,,,,,,,0.6170497595757953,,,,,,,,,
EPHB6,0.07501957744745719,Not found,0.12158615952232422,,,,,,,,,,0.03630697819069404,,,,,,,,,
RASSF2,0.0750041782868453,['P50749'],,,,,,,,,,,0.6168808899097921,,,,,,,,,
CASR,0.0750041782868453,['P41180'],,,,,,,,,,,0.6168808899097921,,,,,,,,,
SLC25A1,0.0750041782868453,['P53007'],,,,,,,,,,,0.6168808899097921,,,,,,,,,
NDUFA13,0.07497851301915888,['Q9P0J0'],0.12158615952232422,,,,,,,,,,0.03495602086266821,,,,,,,,,
HOTAIR,0.07494092454210353,Not found,,,,,,,,,,,0.6163606518745561,,,,,,,,,
KITLG,0.0749117240971291,['P21583'],,,,,,,,,,,0.36911720164111317,,,,,0.5238411888907649,,,,
RHEBP1,0.07490151721609957,Not found,,,,,,,,,,,0.616036541579776,,,,,,,,,
NDUFB1,0.07483992057365212,['O75438'],0.12158615952232422,,,,,,,,,,0.030396539880581056,,,,,,,,,
NDUFA7,0.07483992057365212,['O95182'],0.12158615952232422,,,,,,,,,,0.030396539880581056,,,,,,,,,
EPHA10,0.07483992057365212,['Q5JZY3'],0.12158615952232422,,,,,,,,,,0.030396539880581056,,,,,,,,,
GPD2,0.07483992057365212,['P43304'],0.12158615952232422,,,,,,,,,,0.030396539880581056,,,,,,,,,
NDUFS7,0.07483992057365212,['O75251'],0.12158615952232422,,,,,,,,,,0.030396539880581056,,,,,,,,,
TOX3,0.07483992057365212,['O15405'],,,,,,,,,,,0.6155299325817664,,,,,,,,,
EPHB3,0.07483992057365212,['P54753'],0.12158615952232422,,,,,,,,,,0.030396539880581056,,,,,,,,,
NDUFA5,0.07483992057365212,['Q16718'],0.12158615952232422,,,,,,,,,,0.030396539880581056,,,,,,,,,
LINC00460,0.07483992057365212,Not found,,,,,,,,,,,0.6155299325817664,,,,,,,,,
AIMP2,0.07483992057365212,['Q13155'],,,,,,,,,,,0.6155299325817664,,,,,,,,,
P2RX1,0.07482719060087964,['P51575'],,,,,,,,,,,0.6154252333888443,,,,,,,,,
LINC01257,0.07481938835950296,Not found,,,,,,,,,,,0.6153610629157631,,,,,,,,,
HMGN1,0.07480912225242839,['P05114'],,,,,,,,,,,0.6152766280827615,,,,,,,,,
RPPH1,0.07472699339583179,Not found,,,,,,,,,,,0.6146011494187485,,,,,,,,,
FBXW4,0.07465513064630977,['P57775'],,,,,,,,,,,0.6140101055877373,,,,,,,,,
NDUFC2,0.07465513064630977,['O95298'],0.12158615952232422,,,,,,,,,,0.024317231904464845,,,,,,,,,
ERBIN,0.07463459843216061,['Q96RT1'],,,,,,,,,,,0.613841235921734,,,,,,,,,
