symbol	globalScore	otGeneticsPortal	eva	geneBurden	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
PALB2	0.5323749060442549	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0817098299180983	No data	No data	No data	0	0	0	0	1	0	No data	0.1219003959158158	-0.8880612937203233	0	No data	No data	No data	-1	-1
FANCE	0.5312710411092588	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.024067514065430284	0	0	No data	No data	No data	-1	0
HRAS	0.5306866367181656	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	0.6684963037852956	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.14394541838606947	No data	No data	0.5	0	0	1	1	1	1	0	0.020212544280058253	-0.9398821358112949	0	No data	-1	-0.6296299999999999	-1	-1
PRKCA	0.5223008775441709	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8227203195717089	No data	No data	No data	No data	No data	No data	0.7284992812553914	No data	No data	1	1	0	1	1	1	0.9702399999999998	No data	-0.6338820587622421	-0.7604453028837327	0	-1	No data	-0.5014875	0.5	0
BCOR	0.5207132531462544	No data	0.547137717850459	No data	No data	No data	No data	No data	No data	No data	0.6395938599872263	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.33312983214856623	No data	No data	No data	0	0	1	1	0	0.4444450000000003	No data	-0.9488435090643884	-0.726741628229387	0	No data	-1	0	-1	-1
PRKCE	0.5194915100478581	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8227203195717089	No data	No data	No data	No data	No data	No data	0.6360753571064578	No data	No data	1	1	0	1	1	0	0.8982349999999997	0	-0.8872681808710148	-0.6600088473296767	0	-1	No data	-0.009497499999999982	0.5	-1
PHF6	0.5170946992346355	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	0.6743181329506427	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8453864797117284	No data	0.5239801983772713	No data	0	0	0	0	0	0.8630150000000001	No data	-0.9265471973327777	-0.8501778507258381	0	No data	-1	0	-1	-1
PRKCH	0.5148626994640989	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8227203195717089	No data	No data	No data	No data	No data	No data	0.19639542156175424	No data	0.39650766447223956	1	1	0	1	1	0	0.8828699999999998	No data	-0.6407584913523651	-0.6750421060471126	0	No data	No data	-0.12884250000000003	-1	-1
PRKCD	0.5140700567728906	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8227203195717089	No data	No data	No data	No data	No data	No data	0.4484789942957623	0.02078726269394784	No data	1	0	0	1	1	0	0.5192300000000003	No data	-0.921233590331319	-0.8974272034533406	0	-1	No data	-0.1161249999999999	-1	-1
STAG2	0.5140088438209042	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6490927786999079	0.607930797611621	No data	No data	No data	No data	No data	0.658169184136247	No data	No data	No data	0.6292068017996917	No data	No data	No data	0	0	0	0	0	0.9566249999999996	No data	-0.9841633673682018	No data	0	No data	-1	-0.2626175	-1	-1
RUNX1T1	0.5104687477220479	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7915765593901316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9621153827454441	No data	No data	No data	0	0	0	0	1	0.3740549999999999	No data	-0.7386955615753281	-0.8142513765282028	0	No data	-1	-0.12896000000000002	0.5	0
UBE2T	0.5061665595217698	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28914708561402724	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.26396000000000014	No data	0.45519899979162326	0	0	No data	No data	0	0.5	0
SLX4	0.5030392466541774	No data	No data	No data	0.8274613634158176	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.04730152115023967	-0.9132299581392402	0	No data	No data	No data	0.5	0
PRKCQ	0.5012657596525708	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8227203195717089	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	1	0	0	1	1	0	0.7379600000000004	No data	-0.6379454052927693	-0.8218496443611364	0	-1	No data	-0.04745000000000008	0.75	0
PRKCZ	0.5012606265990336	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8227203195717089	No data	No data	No data	No data	No data	No data	0.03630697819069404	No data	No data	1	1	0	1	1	0	0.7804049999999997	0	-0.6264846843092311	-0.2947936889885125	0	No data	No data	-0.28631749999999984	0.5	0
PRKD3	0.5005265999432015	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8227203195717089	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.7977550000000001	No data	-0.5462596374244635	-0.16068148577515484	0	No data	No data	-0.24719000000000016	-1	-1
PRKCI	0.5001570200885168	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8227203195717089	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.9161099999999998	0	-0.5739737445301105	No data	0	No data	No data	-0.27433000000000013	-1	-1
NF1	0.4989853762980415	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data	No data	0.6395938599872263	0.4436772483611772	No data	No data	No data	No data	No data	0.8798078610561384	No data	No data	No data	0.7912272544632623	No data	0.5243821081823591	No data	1	0	0	0	1	0.9154649999999996	No data	-0.7715148989372786	-0.976825678357768	0	No data	-1	0	-1	-1
MPL	0.4975878562277508	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7556917553644457	No data	No data	No data	0.17050770176345936	No data	No data	No data	No data	No data	No data	0.5976935678671393	No data	0.551478401126629	1	1	0	1	1	0	0.03937000000000026	No data	-0.18087101479474887	-0.2366697240320162	0	No data	-1	0	-1	0.5
NOTCH2	0.48481543328676685	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.21150553733033184	No data	0.607930797611621	No data	No data	No data	0.7262639233536617	No data	No data	No data	0.3752278503653862	No data	No data	0.25	1	0	0	1	0	0.6276800000000001	No data	-0.9694728068347572	-0.9637179808440893	0	No data	-1	0	-1	-1
TOP1MT	0.47731238232529233	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7851426251154086	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.7392165034382163	-0.5939367537084944	0	No data	No data	-0.16805249999999994	-1	-1
IKZF1	0.47729103284530067	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.845731587469078	No data	0.5964327970286089	No data	0	0	1	1	0	0.6242750000000001	0	-0.936340904355074	-0.9049686283987348	0	No data	-1	0	0.75	0
CRBN	0.4753605968515256	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7559745935990463	No data	No data	No data	No data	No data	No data	0.3173032147838204	No data	0.3781262013277882	1	0	0	1	1	0	0.7850700000000004	1	-0.3269431131485726	-0.9257265107281276	0	No data	No data	No data	-1	-1
ERBB3	0.4734725544026318	No data	0.4377101742803672	No data	No data	No data	No data	0.607930797611621	No data	No data	0.4559480982087158	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.08437235122519282	No data	No data	1	1	1	1	1	1	0.5305500000000002	0	-0.2790164617628673	-0.9663720077189322	0	No data	-1	0	-1	0
RBX1	0.4694087411824144	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7559745935990463	No data	No data	No data	No data	No data	No data	0.317643841752072	0.0128227453520239	No data	1	0	0	0	0	1	1	No data	-0.7241091894144613	0	-1	No data	No data	0	-1	-1
FANCB	0.4686023853540708	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2180368892061807	No data	No data	No data	0	0	0	0	0	0	No data	-0.8535111481558658	-0.10125019895424386	0	No data	No data	No data	0.5	0.5
BRAF	0.46776491767746686	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6227068933869035	No data	No data	No data	0.5747726503748405	No data	No data	No data	No data	No data	No data	0.13669716409769866	No data	No data	1	0	0	1	1	1	0.6475200000000001	1	-0.8778912273390289	-0.9692752647997038	0	-1	-1	0	-1	-1
NUP98	0.466578367009121	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7219178221638001	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9113632564716772	No data	No data	No data	0	0	0	0	0	0.57778	No data	-0.9634298812252553	-0.47385671874734164	-1	No data	No data	No data	-1	-1
CUL4A	0.4664174649724563	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7559745935990463	No data	No data	No data	No data	No data	No data	0.22493439511629978	No data	No data	1	0	0	1	1	1	0.7496699999999997	No data	-0.9621796207543238	-0.275213431137345	0	No data	No data	-0.5454550000000001	0.5	-1
RET	0.4645679216730559	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	0.6416894533966495	No data	No data	No data	No data	No data	No data	0.38261147040354776	No data	No data	1	1	0	1	1	1	0.16516999999999982	1	-0.9630131277349447	-0.9425269638068248	0	No data	-1	0	0.5	0
FANCF	0.46391511259297197	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	1	0	0	No data	0.6306522192123358	-0.6616156772021489	0	No data	No data	No data	-1	-1
ALK	0.46282527513797583	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	0.607930797611621	0.13678442946261474	No data	No data	No data	No data	No data	No data	0.41588034510428107	No data	No data	1	1	0	1	1	1	0.3580249999999999	1	-0.5622004584288394	-0.8168579577794307	0	No data	-1	0	0.5	0.5
XRCC2	0.46271397806524667	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0	No data	0.5160450093769535	-0.8262543730913324	0	No data	No data	0	0.5	0
FANCL	0.4626626475298738	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02262853524443256	No data	No data	No data	0	0	0	0	0	0	No data	0.6928526776411752	-0.7308696002726439	0	No data	No data	No data	-1	-1
BCR	0.46250775455043047	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	No data	No data	No data	0.6084443674022559	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	1	1	0	1	1	0	0.69709	0	-0.7620337570327151	-0.6865464431464693	0	No data	No data	0	-1	-1
MAD2L2	0.4623443982105619	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.9289099999999998	No data	-0.23765367784955194	-0.7730053524442989	-1	No data	No data	0	-1	-1
CTC1	0.4619748183558772	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.3464263388205876	-0.7367565768694225	0	No data	No data	No data	-1	-1
DDB1	0.46110475456136374	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7559745935990463	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	1	0	0	1	1	1	0.9824550000000002	No data	-0.8352781829547822	-0.7231743351586728	-1	No data	No data	0	-1	-1
STAT5B	0.4564941812992752	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	0.44921725330608875	No data	No data	No data	0	0	1	1	0	0.8284649999999999	0	-0.8637216086684726	-0.8245038064193879	0	No data	-1	-0.8284624999999999	-1	-1
TGM6	0.453063837415146	No data	0.547137717850459	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	1	0	0.2847050000000003	No data	0.5135444884350906	-0.07427605519901348	0	No data	No data	0	No data	No data
KDM5A	0.45229745220824635	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7219178221638001	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4415428474060379	No data	No data	No data	0	0	1	1	0	0.8343200000000003	No data	-0.9285267764117524	-0.5655511499039878	0	No data	No data	0	0.5	-1
PTEN	0.4502275500208152	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5847112185361772	No data	0.547137717850459	No data	No data	No data	No data	No data	No data	No data	No data	0.5647983539123878	No data	0.5234728063754225	No data	0	0	0	0	0	No data	No data	-0.4888518441341946	-0.9649503398837869	0	-1	-1	0	-1	-1
CALR	0.4451409241362719	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6205960225618631	No data	No data	No data	No data	No data	No data	0.7651605609096501	No data	No data	No data	0.7191866968879012	No data	No data	No data	0	0	0	0	0	0.7002400000000002	No data	-0.6513857053552823	-0.9258409148927932	0	No data	-1	0	-1	-1
NOTCH1	0.44458037163598746	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6227068933869035	No data	No data	No data	No data	No data	No data	0.7262639233536617	No data	No data	No data	0.8014981125820168	No data	No data	0.25	0	0	1	1	0	0.5322899999999997	No data	-0.9807251510731403	-0.9625866188854665	0	No data	-1	0	-1	0
IL2RA	0.44377913222035487	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6765675873871302	No data	No data	No data	No data	No data	No data	0.9166830560759944	No data	0.34115556534970143	1	0	0	0	1	0	0	No data	-0.3085017712023338	-0.8958009979365766	0	No data	No data	No data	0.5	0
CSF1R	0.4396301537199248	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.396843715107586	No data	No data	No data	0.6064558278330987	No data	No data	No data	No data	No data	No data	0.7871158700137332	No data	No data	1	1	0	1	1	1	0	1	-0.6351323192331736	-0.8700958637766106	0	-1	No data	0	0.5	-1
LPP	0.4390403351512765	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.4771250000000002	No data	-0.4238382996457596	-0.7253734176119072	0	No data	No data	0	-1	-1
ABCB1	0.4353879857172995	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.670667485205337	No data	No data	No data	No data	No data	No data	0.8999290641580294	0.02323069791729889	No data	0.75	1	0	1	1	0	0.359375	0	-0.5326109606167952	-0.8509059500783042	0	-1	No data	-0.3984375	0.5	0
SUZ12	0.4341607756880846	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.35501951007149374	0.4377101742803672	No data	No data	No data	No data	0.8138245466740056	No data	No data	No data	0.27600378666838293	No data	0.48249609840108326	No data	0	0	1	1	0	0.8579149999999999	1	-0.9540529276932694	-0.8834183158082201	0	No data	-1	No data	-1	-1
EGFR	0.43404167597480037	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	0.48484962459721115	No data	No data	0.9525295597005896	No data	No data	No data	0.46160878780971076	No data	0.26566575855627844	1	1	1	1	1	1	0.5247950000000003	1	-0.6906647218170452	-0.9847086479593694	0	-1	-1	0	0.5	0
FLT4	0.4287435613452183	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	0.5760405515131504	No data	No data	No data	No data	No data	No data	0.6850361933587472	No data	No data	1	1	1	1	1	0	0.37270499999999984	No data	-0.9434257136903521	-0.9279306607075485	0	-1	-1	0	-1	0
IL2RB	0.42699919621812643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.676351180248714	No data	No data	No data	No data	No data	No data	0.26716076370947295	No data	0.40186336592953187	1	1	0	0	0	0	0	No data	-0.50218795582413	-0.7368998508903792	0	No data	No data	0	0.5	0
CSF2RA	0.4267856967285037	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6689175605407297	No data	No data	No data	No data	No data	No data	0.6622500683184084	No data	No data	1	1	1	0	0	0	0	No data	0.2559908314232131	-0.20363345368340835	No data	No data	No data	0	0.5	0
