symbol	globalScore	otGeneticsPortal	eva	geneBurden	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
NR1D1	0.014562472885284708	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1197708106127895	No data	No data	No data	0	0	1	1	0	0.7801299999999998	No data	-0.6347155657428631	-0.9049477136833906	0	No data	No data	0	0.5	-1
ANXA1	0.014560379597287789	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11975359411376409	No data	No data	No data	1	1	0	0	0	0.3786149999999999	No data	0.15055219837466138	-0.8644041511022071	0	No data	No data	0	0.5	-1
TRDMT1	0.01455733983174742	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11972859319628872	No data	No data	No data	0	0	0	1	0	0.06649499999999975	No data	0.3393415294853095	-0.11063639916225082	0	No data	No data	0	-1	0
FOLH1	0.014508255269187595	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11932489130494957	No data	No data	1	1	0	1	1	1	0.2600000000000001	No data	-0.2072306730568868	-0.8577829249959026	0	No data	No data	-0.20333250000000014	0.5	0
PPIG	0.014491807532735596	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1191896149172701	No data	No data	No data	0	0	0	1	0	0.6551699999999997	No data	-0.7261929568660137	-0.30744733073070546	0	No data	No data	0	-1	-1
GYPA	0.014476019692973432	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1190597659293245	No data	No data	No data	1	0	0	0	0	0	No data	0.30454261304438424	0	0	No data	No data	0	1	0.5
SMAD6	0.014475210975150822	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1190531145322758	No data	No data	No data	0	0	0	0	0	0.67742	No data	0.9970827255678267	-0.9388723669724593	0	No data	No data	0	0.5	0
DRD5	0.014475210975150822	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1190531145322758	No data	No data	1	1	0	1	1	0	0.1404600000000002	No data	0.9659304021671182	-0.8455588196248903	0	No data	No data	0	0.75	0.5
HEMGN	0.0144744160412632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1130582413891612	0.0239533404547916	No data	No data	0	0	0	0	0	0	No data	0.3680975203167327	0	0	No data	No data	No data	1	0.5
RAG2	0.014472146615970512	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11902791134144923	No data	No data	No data	0	0	0	0	0	0.42124999999999985	No data	-0.1478433006876433	-0.6023865240589388	0	No data	No data	No data	1	0.5
ENSG00000223804	0.014471171809077105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11901989392485152	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GNL3	0.014464944868076247	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1189686796992742	No data	No data	No data	0	0	0	0	0	0	No data	0.41508647634923945	-0.6792774880862253	-1	No data	No data	0	-1	-1
PCSK9	0.014426549627617333	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11865289342384813	No data	No data	1	0	1	1	1	1	0	No data	0.48978953948739323	-0.744774696897267	0	No data	No data	0	1	0.5
HOXD10	0.014413614332703372	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11854650553426611	No data	No data	No data	0	0	0	0	0	0.9411749999999998	No data	-0.18212127526568034	-0.19353879351525577	0	No data	No data	0	0.5	0
GPR32	0.014413614332703372	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11854650553426611	No data	No data	No data	1	0	0	0	0	No data	No data	No data	No data	0	No data	No data	0	1	0.5
CEBPD	0.014397270908766671	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11841208707742112	No data	No data	No data	0	0	0	0	0	0.2565049999999999	No data	0.09335278182954787	-0.2549554142405641	0	No data	No data	0	-1	-1
CYP2C19	0.014364952985169883	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11814628442583844	No data	No data	No data	0	0	1	1	0	No data	No data	0.8908105855386539	-0.32065966501967275	0	-1	No data	-0.785715	1	0.5
SLC3A2	0.014304135961602085	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11764608749711952	No data	No data	No data	1	0	0	0	0	0	No data	-0.006042925609501926	No data	0	No data	No data	0	-1	-1
PDHA1	0.014303356342722432	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11763967542782876	No data	No data	No data	0	0	0	0	0	0.910255	No data	-0.802667222337987	-0.335880274120563	0	No data	No data	-0.6346150000000002	0.5	-1
TRIM63	0.014291229765631082	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11753993893529545	No data	No data	No data	0	0	0	0	0	0.6033999999999999	No data	0.5906438841425297	-0.6466254871604843	0	No data	No data	-0.02266250000000003	1	0
IFNGR1	0.014285451646726361	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1174924161010566	No data	No data	1	1	0	0	0	0	0	No data	-0.25765784538445513	-0.9489059704489419	0	No data	No data	0	-1	-1
MLANA	0.014277902927478416	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11743033075123056	No data	No data	No data	0	0	0	0	0	0	No data	0.9837466138778912	0	0	No data	No data	No data	1	0.5
ELOVL7	0.014272516504484157	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	0.03183394358820013	No data	No data	0	0	0	0	0	0.4306049999999999	No data	-0.19587414044592621	No data	0	No data	No data	0	-1	0
ARMH1	0.014269888833659322	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11736441787224351	No data	No data	No data	0	0	0	0	0	0	No data	-0.0365701187747447	No data	0	No data	No data	No data	0.5	0
TNFSF12	0.014267698841622965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11734640601920895	No data	No data	0.5	0	1	0	0	0	0.45782999999999985	No data	-0.6174202958949782	0	0	No data	No data	0	-1	0
ANKRD28	0.014259622726584743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11727998303924189	No data	No data	No data	0	0	0	0	0	0.879965	No data	-0.9209210252135862	No data	0	No data	No data	-0.07432999999999997	-1	-1
TNFRSF18	0.01424952027196535	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11719689418555095	No data	No data	0.5	1	1	0	0	0	0	No data	0.900395915815795	0	0	No data	No data	0	0.5	0
ICAM3	0.014232930848190849	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1170604524734377	No data	No data	0.5	0	0	0	0	0	No data	No data	0.9467597416128359	No data	0	No data	No data	0	0.5	0
MYBPC3	0.01422882440536102	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11702667854023706	No data	No data	No data	No data	No data	0	0	0	0.4623249999999999	No data	-0.391331527401542	-0.959536912599922	0	No data	No data	0	1	0.5
DUSP6	0.014218558298286443	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11694224370723544	No data	No data	No data	0	0	0	1	0	0.908135	No data	-0.8105855386538863	-0.8702894052266186	0	No data	No data	-0.2716525000000001	0.5	-1
RPS6KA5	0.01420829219121187	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11685780887423382	No data	No data	No data	0	0	1	1	1	0.7755600000000001	No data	-0.8369451969160242	No data	0	-1	No data	-0.04613499999999995	-1	0
SLC6A3	0.014198026084137295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11677337404123221	No data	No data	1	0	0	1	1	0	0.6532249999999997	0	-0.8223588247551573	-0.8773267414841659	0	-1	No data	-0.1733875000000001	1	1
CPT2	0.014193098352741495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11673284532139143	No data	No data	1	0	0	1	1	0	0.36169999999999974	No data	0.31600333402792247	-0.39200627018009526	0	No data	No data	0	0.5	-1
LINC00899	0.014187965299204209	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11669062790489061	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACKR1	0.014154497790141097	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11641537034930537	No data	No data	No data	0	0	0	0	0	0	No data	0.6818087101479475	0	0	No data	No data	No data	0.5	-1
HSP90B1	0.014134774293814555	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11625315208035084	No data	No data	No data	0	0	1	1	0	0.856785	0	-0.7967284851010628	No data	-1	No data	No data	0	-1	-1
MAP2	0.014126163334615267	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11618233021022091	No data	No data	No data	1	0	1	1	0	0.028459999999999753	No data	-0.9760366743071474	-0.18137999769864382	0	No data	No data	0	0.75	0
HOXC6	0.014115897227540695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11609789537721929	No data	No data	No data	0	0	0	0	0	1	No data	-0.3773702854761408	No data	0	No data	No data	0	0.5	0
BCL2L13	0.014115897227540695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11609789537721929	No data	No data	No data	0	0	0	0	0	0	No data	-0.13211085642842257	0	0	No data	No data	No data	0.5	-1
PTGDR	0.014110969496144897	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11605736665737852	No data	No data	1	1	0	1	1	0	0	0	0.6167951656595123	-0.8516504877185144	0	No data	No data	0	0.5	0
CYP7A1	0.014105631120466118	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11601346054421768	No data	No data	No data	0	0	0	1	1	0.07738000000000014	No data	-0.1088768493436133	-0.9198189221773592	0	-1	No data	0	1	1
SPHK2	0.014095365013391542	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11592902571121608	No data	No data	0.5	0	0	1	1	0	0	No data	0.14325901229422788	0	0	No data	No data	0	-1	-1
CYGB	0.014085719096657427	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11584969170829985	No data	No data	No data	0	0	0	0	1	0.7631599999999998	No data	-0.06949364450927276	-0.8262486186149095	0	No data	No data	0	0.5	-1
ZNF22	0.01408509890631697	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11584459087821446	No data	No data	No data	0	0	0	0	0	0	No data	0.4834340487601583	-0.15555833574473904	0	No data	No data	0	-1	-1
GMCL2	0.014069276530678765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11571445784580053	No data	No data	No data	0	0	0	0	0	0.21102500000000007	No data	No data	0	No data	No data	No data	-0.7148299999999999	1	1
ESM1	0.01405943363863053	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11563350379571041	No data	No data	No data	0	1	0	0	0	0	No data	-0.013336111689935426	No data	0	No data	No data	No data	0.5	0
KCNQ1	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	1	1	0	1	1	0	0.3934899999999999	1	-0.12096270056261726	-0.9433004896817978	0	-1	No data	0	0.5	0
ENSG00000291095	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
EFNA2	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	0	0	0	0	0	0.3896700000000003	No data	0.34111273181912893	0	0	No data	No data	0	0.75	0.5
SDC2	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	1	0	0	1	0	0.07959999999999993	No data	-0.29433215253177747	-0.8273759711036279	0	No data	No data	0	0.5	-1
AP2M1	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	1	0	0	0	0	1	No data	-0.8994582204625964	-0.2123185238501421	-1	No data	No data	0	-1	-1
MPHOSPH8	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	1	0	0	0	0	0	No data	-0.4639508230881434	0	0	No data	No data	0	-1	-1
GNG7	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	1	0	0	0	0	0.7058799999999998	No data	0.5292769326943114	-0.05377051238253633	0	No data	No data	-0.4117650000000001	1	-1
H3P41	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADARB1	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	0	0	0	0	1	0.7432250000000004	No data	-0.6277349447801626	-0.5727445319057586	0	No data	No data	0	0.5	-1
CDC42EP2	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	0	0	0	0	0	0.42856999999999984	No data	0.8030839758282975	No data	0	No data	No data	0	-1	0
MT1DP	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADGRA3	0.01404157061232077	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11548658718628763	No data	No data	No data	0	0	0	0	0	0.6139299999999999	No data	-0.6799333194415503	No data	0	No data	No data	0	0.5	-1
ACSL1	0.014028635317406805	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11538019929670557	No data	No data	No data	0	0	1	1	0	0.24069000000000002	No data	-0.5272973536153365	No data	0	No data	No data	-0.16189	0.5	-1
RIC3	0.01402350226386952	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11533798188020476	No data	No data	No data	0	0	0	0	0	0.3089449999999999	No data	0.27724525942904776	No data	0	No data	No data	No data	-1	0
CXCL9	0.014009168113047171	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11522008893187365	No data	No data	No data	0	1	0	0	0	0	No data	0.7465096895186498	-0.21342152618624072	0	-1	No data	0	1	0
NOX1	0.013999274251173522	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11513871567432096	No data	No data	0.5	1	0	1	1	0	0.20212999999999964	0	0.1889977078558034	-0.8147533098259004	0	No data	No data	0	1	0.5
DCLK3	0.013987045013011418	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1150381348334576	No data	No data	No data	0	0	1	1	0	0	No data	-0.4187330693894561	No data	0	No data	No data	0	0.5	0.5
MAFK	0.013954308702186882	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11476889110577387	No data	No data	No data	0	0	1	1	0	0.9038449999999998	No data	-0.2199416545113565	No data	0	No data	No data	-0.375	-1	-1
COL17A1	0.013931107300198343	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11457806838319023	No data	No data	No data	1	1	0	0	0	0	No data	-0.1955615753281934	-0.6845174947662854	0	No data	No data	0	1	0
CRKL	0.013920841193123767	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11449363355018863	No data	No data	No data	0	0	0	0	0	0.8349850000000003	No data	-0.33194415503229835	-0.9490083281332345	-1	No data	No data	-0.034652499999999975	-1	-1
ARG1	0.013887966947720076	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11422325536296037	No data	No data	No data	0	0	1	1	0	0.3478250000000003	No data	0.007501562825588559	-0.8966871635716541	0	No data	No data	0	1	0.5
SERPINA12	0.013878092518007226	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11414204192755256	No data	No data	No data	0	1	0	0	0	0	No data	0.616378412169202	-0.7361134961379681	0	No data	No data	0	1	0.5
HTT	0.013859244550676319	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11398702455217895	No data	No data	0.75	0	0	1	1	1	0.5225949999999997	0	-0.9146697228589289	-0.9681086463729277	0	No data	No data	No data	-1	-1
RAMP2	0.013859244550676319	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11398702455217895	No data	No data	1	0	0	0	0	0	0	No data	0.20202125442800578	-0.916994867325252	0	No data	No data	0	-1	0
CLDN2	0.013859244550676319	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11398702455217895	No data	No data	No data	0	0	0	0	0	0.5652149999999999	No data	-0.19899979162325487	-0.32209325976066877	0	No data	No data	0	0.5	0
SWT1	0.013859244550676319	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11398702455217895	No data	No data	No data	0	0	0	0	0	0	No data	-0.799645759533236	-0.004937724850513914	0	No data	No data	No data	1	-1
BATF	0.013853081976537276	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11393633971960217	No data	No data	No data	0	0	0	0	0	0.7600000000000001	No data	-0.5322983954990623	0	0	No data	No data	0	0.5	0
SF3A1	0.013838712336527167	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11381815488617571	No data	No data	No data	0	0	0	0	0	0.9054250000000004	No data	-0.7589081058553866	No data	-1	No data	No data	No data	-1	-1
RHOC	0.01381818012237802	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11364928522017251	No data	No data	No data	1	0	0	1	1	1	No data	-0.47551573244425926	No data	0	No data	No data	-0.792745	-1	-1
IFIT1	0.013805450149605544	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1135445860272505	No data	No data	No data	0	0	0	0	0	No data	No data	0.6327359866638884	-0.7896692621955467	0	No data	No data	-0.1684100000000001	-1	-1
SOX10	0.013803560580645809	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11352904503996081	No data	No data	No data	0	0	0	0	0	0.924895	No data	-0.8779954157116066	-0.9532022694600872	0	No data	No data	0	0.75	0
TSFM	0.013799085163219307	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1134922364307895	No data	No data	No data	0	0	0	0	0	0.24615500000000026	No data	0.5794957282767244	-0.2123185238501421	0	No data	No data	No data	-1	-1
HNRNPA2B1	0.013763596907161611	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11320035899838174	No data	No data	No data	0	0	0	0	0	0.9560099999999998	No data	-0.8661179412377579	No data	0	No data	-1	-0.2668624999999999	-1	-1
UCP2	0.013751920871671664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11310432803946488	No data	No data	No data	0	0	0	0	0	0.7896450000000002	No data	0.6495103146488852	-0.8564913998781228	0	No data	No data	-0.3122975	0.5	-1
XRCC6	0.01374631737285599	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1130582413891612	No data	No data	No data	0	0	0	1	0	0.16255999999999987	No data	-0.8665346947280683	-0.2960797577659269	-1	No data	No data	0	-1	-1
RAMP3	0.013741184319318702	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11301602397266038	No data	No data	1	1	0	1	0	0	0.18918999999999997	No data	0.6637841216920193	No data	0	No data	No data	0	-1	0
PPP1R13L	0.013736051265781417	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11297380655615957	No data	No data	No data	0	0	0	0	0	0.3961350000000003	No data	-0.512085851219004	-0.9644561680445779	0	No data	No data	No data	0.5	0
GLI2	0.013721264707449854	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11285219272782869	No data	No data	No data	0	0	0	0	0	0.15232499999999974	No data	-0.7424463429881225	-0.9368832667590538	0	No data	No data	0	0.5	0
EIF3K	0.013701557146010847	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11269010551727417	No data	No data	No data	0	0	0	0	0	0.9311950000000003	No data	-0.11106480516774331	-0.4547912827212672	0	No data	No data	No data	-1	-1
LETMD1	0.013674454623333965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11246719755814989	No data	No data	No data	0	0	0	0	0	0	No data	-0.38747655761617006	-0.8398836514993108	0	No data	No data	0	-1	-1
VSTM1	0.013674454623333965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11246719755814989	No data	No data	No data	0	1	0	0	0	No data	No data	0.5483434048760158	No data	0	No data	No data	0	1	0.5
NACC1	0.013674454623333965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11246719755814989	No data	No data	No data	0	0	0	0	0	0.3927900000000001	No data	-0.923421546155449	-0.6782574760470578	0	No data	No data	0	-1	-1
DOCK3	0.013674454623333965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11246719755814989	No data	No data	No data	0	0	0	0	0	0.9064050000000001	No data	-0.9348822671389873	-0.31796219510648177	0	No data	No data	0	0.5	0
LETMD1	0.013674454623333965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11246719755814989	No data	No data	No data	0	0	0	0	0	0	No data	-0.38747655761617006	-0.8398836514993108	0	No data	No data	0	-1	-1
UBA52	0.013669321569796678	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11242498014164909	No data	No data	No data	1	0	0	0	0	1	No data	-0.2971452385913732	No data	-1	No data	No data	-0.19922000000000004	-1	-1
NCOA4	0.013666857704098779	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11240471578172868	No data	No data	No data	0	0	0	1	0	0.030944999999999823	No data	No data	0	0	No data	No data	No data	-1	-1
B4GALT1	0.013653922409184815	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11229832789214667	No data	No data	No data	0	0	1	1	0	0.3341700000000003	No data	-0.253281933736195	-0.8938346623348727	0	No data	No data	0	-1	-1
