parent_compound_id,target_id,target_uniprot_ids,compound_specificity
CHEMBL803,CHEMBL1075394,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366303,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075395,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075396,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075397,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075398,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075399,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366131,no_uni_id!,acceptable
CHEMBL803,CHEMBL613870,no_uni_id!,acceptable
CHEMBL803,CHEMBL614529,no_uni_id!,acceptable
CHEMBL803,CHEMBL614072,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366145,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366230,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366313,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366283,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075401,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075402,no_uni_id!,acceptable
CHEMBL803,CHEMBL614533,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075405,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075406,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075408,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075409,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075410,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075411,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075412,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075413,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075414,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075415,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366308,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366166,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366278,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366245,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366144,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366182,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366147,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366374,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366089,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366093,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366158,no_uni_id!,acceptable
CHEMBL803,CHEMBL614056,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075601,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075602,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366315,no_uni_id!,acceptable
CHEMBL803,CHEMBL614247,no_uni_id!,acceptable
CHEMBL803,CHEMBL614388,no_uni_id!,acceptable
CHEMBL803,CHEMBL615022,no_uni_id!,acceptable
CHEMBL803,CHEMBL612796,no_uni_id!,acceptable
CHEMBL803,CHEMBL614610,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075605,no_uni_id!,acceptable
CHEMBL803,CHEMBL612799,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075606,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366259,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075607,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075610,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075611,no_uni_id!,acceptable
CHEMBL803,CHEMBL612815,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366164,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075612,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075613,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366071,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366326,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075416,no_uni_id!,acceptable
CHEMBL803,CHEMBL614536,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366100,no_uni_id!,acceptable
CHEMBL803,CHEMBL613506,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366300,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075422,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075423,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366265,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366215,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075425,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075426,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075427,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366176,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075428,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075429,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366224,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075430,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366275,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075431,no_uni_id!,acceptable
CHEMBL803,CHEMBL613854,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366329,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366076,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366363,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366344,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366360,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366174,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075403,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075404,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075418,no_uni_id!,acceptable
CHEMBL803,CHEMBL614534,no_uni_id!,acceptable
CHEMBL803,CHEMBL614535,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075417,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075421,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366237,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366183,no_uni_id!,acceptable
CHEMBL803,CHEMBL614476,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366113,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366161,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366134,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366343,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366208,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366336,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366331,no_uni_id!,acceptable
CHEMBL803,CHEMBL614801,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366186,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366264,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075433,no_uni_id!,acceptable
CHEMBL803,CHEMBL614642,no_uni_id!,acceptable
CHEMBL803,CHEMBL614034,no_uni_id!,acceptable
CHEMBL803,CHEMBL614286,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366181,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075435,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366079,no_uni_id!,acceptable
CHEMBL803,CHEMBL613508,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366246,no_uni_id!,acceptable
CHEMBL803,CHEMBL612519,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075432,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075436,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366240,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366117,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075439,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075440,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075441,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075442,no_uni_id!,acceptable
CHEMBL803,CHEMBL614487,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366281,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075443,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366146,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366135,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366118,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366312,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366373,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366297,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366069,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075444,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366116,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366364,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366223,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366124,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366358,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366097,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366162,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366206,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366307,no_uni_id!,acceptable
CHEMBL803,CHEMBL614489,no_uni_id!,acceptable
CHEMBL803,CHEMBL612250,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075445,no_uni_id!,acceptable
CHEMBL803,CHEMBL614036,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075446,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366301,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075447,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366292,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366234,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075448,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366272,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366074,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075449,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366179,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075450,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366111,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366148,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075451,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075452,no_uni_id!,acceptable
CHEMBL803,CHEMBL614806,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366142,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366299,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366202,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075454,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075455,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075456,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075457,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075458,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075459,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366221,no_uni_id!,acceptable
CHEMBL803,CHEMBL613855,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075460,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075461,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366207,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366139,no_uni_id!,acceptable
CHEMBL803,CHEMBL612263,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366322,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366231,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075462,no_uni_id!,acceptable
CHEMBL803,CHEMBL613888,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075463,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366310,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075464,no_uni_id!,acceptable
CHEMBL803,CHEMBL614826,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075465,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075466,no_uni_id!,acceptable
CHEMBL803,CHEMBL614643,no_uni_id!,acceptable
CHEMBL803,CHEMBL613889,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075467,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075468,no_uni_id!,acceptable
CHEMBL803,CHEMBL612279,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075469,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366130,no_uni_id!,acceptable
CHEMBL803,CHEMBL614836,no_uni_id!,acceptable
CHEMBL803,CHEMBL612258,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366291,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075470,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075471,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075472,no_uni_id!,acceptable
CHEMBL803,CHEMBL614582,no_uni_id!,acceptable
CHEMBL803,CHEMBL614645,no_uni_id!,acceptable
CHEMBL803,CHEMBL614581,no_uni_id!,acceptable
CHEMBL803,CHEMBL614039,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075475,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075476,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075477,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075478,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366366,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075479,no_uni_id!,acceptable
CHEMBL803,CHEMBL613984,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366094,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366194,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366104,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366219,no_uni_id!,acceptable
CHEMBL803,CHEMBL614586,no_uni_id!,acceptable
CHEMBL803,CHEMBL614587,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366348,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366359,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366372,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366152,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366155,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366156,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366305,no_uni_id!,acceptable
CHEMBL803,CHEMBL613988,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366287,no_uni_id!,acceptable
CHEMBL803,CHEMBL612264,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366154,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366229,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366239,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366250,no_uni_id!,acceptable
CHEMBL803,CHEMBL614709,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366347,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366261,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366244,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366203,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075481,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075482,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366280,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366065,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366228,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075483,no_uni_id!,acceptable
CHEMBL803,CHEMBL613997,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366119,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366190,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075484,no_uni_id!,acceptable
CHEMBL803,CHEMBL613998,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075485,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075486,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075487,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075488,no_uni_id!,acceptable
CHEMBL803,CHEMBL613868,no_uni_id!,acceptable
CHEMBL803,CHEMBL612701,no_uni_id!,acceptable
CHEMBL803,CHEMBL614012,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366267,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366233,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366090,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366123,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366136,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366330,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366335,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366296,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366099,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366222,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366260,no_uni_id!,acceptable
CHEMBL803,CHEMBL614066,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075489,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075490,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075491,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366172,no_uni_id!,acceptable
CHEMBL803,CHEMBL614096,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366072,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366334,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366189,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366311,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366236,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075492,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366248,no_uni_id!,acceptable
CHEMBL803,CHEMBL614694,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075493,no_uni_id!,acceptable
CHEMBL803,CHEMBL614107,no_uni_id!,acceptable
CHEMBL803,CHEMBL614721,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075494,no_uni_id!,acceptable
CHEMBL803,CHEMBL614317,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075495,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366256,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075496,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075497,no_uni_id!,acceptable
CHEMBL803,CHEMBL400,no_uni_id!,acceptable
CHEMBL803,CHEMBL614129,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075498,no_uni_id!,acceptable
CHEMBL803,CHEMBL614334,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075499,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366084,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075500,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075501,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075502,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366262,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075504,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075505,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366185,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366127,no_uni_id!,acceptable
CHEMBL803,CHEMBL614725,no_uni_id!,acceptable
CHEMBL803,CHEMBL614352,no_uni_id!,acceptable
CHEMBL803,CHEMBL614355,no_uni_id!,acceptable
CHEMBL803,CHEMBL614356,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366211,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366196,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366070,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366103,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366362,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366357,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366125,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075509,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366204,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366226,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366138,no_uni_id!,acceptable
CHEMBL803,CHEMBL613300,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366243,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366285,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366225,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366212,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366064,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366328,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366318,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075510,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366345,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366150,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075512,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366351,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366073,no_uni_id!,acceptable
CHEMBL803,CHEMBL612255,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366266,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366227,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366201,no_uni_id!,acceptable
CHEMBL803,CHEMBL1075513,no_uni_id!,acceptable
CHEMBL803,CHEMBL2150835,"['A0A0G2RM45', 'Q5NGQ3']",acceptable
CHEMBL803,CHEMBL1697668,"['B2R7G2', 'Q29R64', 'Q9NQ37', 'Q9UBF3', 'Q9UH89', 'Q9Y6L6']",acceptable
CHEMBL803,CHEMBL1743121,"['E7EMT8', 'Q5JAR4', 'Q9NPD5']",acceptable
CHEMBL803,CHEMBL1795087,"['A0PJ95', 'D3DQ57', 'O94782', 'Q05BX7', 'Q59H66', 'Q9UFR0', 'Q9UNJ3']",acceptable
CHEMBL803,CHEMBL613133,no_uni_id!,acceptable
CHEMBL803,CHEMBL613739,no_uni_id!,acceptable
CHEMBL803,CHEMBL2367034,no_uni_id!,acceptable
CHEMBL803,CHEMBL613165,no_uni_id!,acceptable
CHEMBL803,CHEMBL376,no_uni_id!,acceptable
CHEMBL803,CHEMBL2447,"['B2R8V6', 'P27707', 'Q5TZY7', 'Q6FI11']",acceptable
CHEMBL803,CHEMBL614508,no_uni_id!,acceptable
CHEMBL803,CHEMBL612893,no_uni_id!,acceptable
CHEMBL803,CHEMBL6020,"['O95342', 'Q53TL2', 'Q9UNB2']",acceptable
CHEMBL803,CHEMBL5748,"['B2RMT8', 'Q14022', 'Q5T2B1', 'Q92500', 'Q92798', 'Q92887', 'Q99663', 'Q9UMS2']",acceptable
CHEMBL803,CHEMBL5918,"['B2RPA9', 'D3DTX9', 'O15438', 'O60265', 'O60922', 'O75621', 'O95078', 'O95289', 'O95290', 'Q86X85', 'Q9UN52']",acceptable
CHEMBL803,CHEMBL1743128,"['A9Z1Z7', 'B7Z3Q7', 'O15439', 'Q8IVZ4', 'Q8IZN6', 'Q8NEW8', 'Q9Y6J2']",acceptable
CHEMBL803,CHEMBL4296515,no_uni_id!,acceptable
CHEMBL803,CHEMBL613831,no_uni_id!,acceptable
CHEMBL803,CHEMBL4296457,no_uni_id!,acceptable
CHEMBL803,CHEMBL5023,"['A6NL51', 'A8K2S6', 'Q00987', 'Q13226', 'Q13297', 'Q13298', 'Q13299', 'Q13300', 'Q13301', 'Q53XW0', 'Q71TW9', 'Q8WYJ1', 'Q8WYJ2', 'Q9UGI3', 'Q9UMT8']",acceptable
CHEMBL803,CHEMBL4296446,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366800,no_uni_id!,acceptable
CHEMBL803,CHEMBL350,no_uni_id!,acceptable
CHEMBL803,CHEMBL348,no_uni_id!,acceptable
CHEMBL803,CHEMBL614425,no_uni_id!,acceptable
CHEMBL803,CHEMBL366,no_uni_id!,acceptable
CHEMBL803,CHEMBL365,no_uni_id!,acceptable
CHEMBL803,CHEMBL4303835,no_uni_id!,acceptable
CHEMBL803,CHEMBL614200,no_uni_id!,acceptable
CHEMBL803,CHEMBL4483276,no_uni_id!,acceptable
CHEMBL803,CHEMBL614245,no_uni_id!,acceptable
CHEMBL803,CHEMBL4296479,no_uni_id!,acceptable
CHEMBL803,CHEMBL2366251,no_uni_id!,acceptable
CHEMBL803,CHEMBL4523507,"['B4E2A5', 'E1P5V2', 'Q5JXG8', 'Q8N491', 'Q9H004', 'Q9H005', 'Q9H3U9', 'Q9Y3Z3']",acceptable
CHEMBL803,CHEMBL3706572,no_uni_id!,acceptable
CHEMBL803,CHEMBL4523582,['P0DTD1'],acceptable
CHEMBL803,CHEMBL613834,no_uni_id!,acceptable
CHEMBL803,CHEMBL614391,no_uni_id!,acceptable
CHEMBL384467,CHEMBL312,['P12527'],acceptable
CHEMBL384467,CHEMBL612558,no_uni_id!,acceptable
CHEMBL384467,CHEMBL2362975,no_uni_id!,acceptable
CHEMBL384467,CHEMBL372,no_uni_id!,acceptable
CHEMBL384467,CHEMBL2034,"['A0ZXF9', 'B0LPG8', 'D3DQF4', 'F5ATB7', 'P04150', 'P04151', 'Q53EP5', 'Q6N0A4']",acceptable
CHEMBL384467,CHEMBL1871,"['A0A0B4J1T2', 'A2RUN2', 'B1AKD7', 'C0JKD3', 'C0JKD4', 'E7EVX6', 'P10275', 'Q9UD95']",acceptable
CHEMBL384467,CHEMBL3072,"['P15207', 'Q63049']",acceptable
CHEMBL384467,CHEMBL3069,"['O35627', 'O35628', 'Q3V008']",acceptable
CHEMBL384467,CHEMBL340,"['P05184', 'P08684', 'Q16757', 'Q9UK50']",acceptable
CHEMBL384467,CHEMBL2093866,"['A8K8K5', 'G3V5M5', 'O60608', 'O60685', 'O60702', 'O60703', 'O75583', 'O75584', 'Q0MWT5', 'Q0MWT6', 'Q86Z31', 'Q92731', 'Q9UEV6', 'Q9UHD3', 'Q9UQK9']",acceptable
CHEMBL384467,CHEMBL3368,"['O08624', 'P06536', 'Q8R463', 'Q8R5J0']",acceptable
CHEMBL384467,CHEMBL369,no_uni_id!,acceptable
CHEMBL384467,CHEMBL3253,"['E7ESS9', 'O95574', 'P02768', 'P04277', 'Q13140', 'Q645G4', 'Q68DN5', 'Q6UXK4', 'Q86YG0', 'Q8IUK7', 'Q9P157', 'Q9P1I7', 'Q9UHS3', 'Q9UJZ0']",acceptable
CHEMBL384467,CHEMBL614123,no_uni_id!,acceptable
CHEMBL384467,CHEMBL375,no_uni_id!,acceptable
CHEMBL384467,CHEMBL1994,"['B0ZBF5', 'B0ZBF7', 'P08235', 'Q2NKL1', 'Q96KQ8', 'Q96KQ9']",acceptable
CHEMBL384467,CHEMBL3507,"['P22199', 'Q63763', 'Q64174']",acceptable
CHEMBL384467,CHEMBL613516,no_uni_id!,acceptable
CHEMBL384467,CHEMBL4302,"['A8K294', 'B5AK60', 'P08183', 'Q12755', 'Q14812']",acceptable
CHEMBL384467,CHEMBL2573,"['P21447', 'Q5I1Y5']",acceptable
CHEMBL384467,CHEMBL3467,['P06795'],acceptable
CHEMBL384467,CHEMBL4715,['P00592'],acceptable
CHEMBL384467,CHEMBL5016,['P04055'],acceptable
CHEMBL384467,CHEMBL613488,no_uni_id!,acceptable
CHEMBL384467,CHEMBL2096674,"['A7YWD4', 'O62664']",acceptable
CHEMBL384467,CHEMBL2111358,['P05979'],acceptable
CHEMBL384467,CHEMBL208,"['A7LQ08', 'A7X8B0', 'B4E3T0', 'P06401', 'Q8TDS3', 'Q9UPF7']",acceptable
CHEMBL384467,CHEMBL612557,no_uni_id!,acceptable
CHEMBL384467,CHEMBL376,no_uni_id!,acceptable
CHEMBL384467,CHEMBL614309,no_uni_id!,acceptable
CHEMBL384467,CHEMBL612545,no_uni_id!,acceptable
CHEMBL384467,CHEMBL614071,no_uni_id!,acceptable
CHEMBL384467,CHEMBL399,no_uni_id!,acceptable
CHEMBL384467,CHEMBL612563,no_uni_id!,acceptable
CHEMBL384467,CHEMBL614631,no_uni_id!,acceptable
CHEMBL384467,CHEMBL5410,"['P51680', 'Q14A03']",acceptable
CHEMBL384467,CHEMBL614882,no_uni_id!,acceptable
CHEMBL384467,CHEMBL614040,no_uni_id!,acceptable
CHEMBL384467,CHEMBL613427,no_uni_id!,acceptable
