parent_compound_id,target_id,target_uniprot_ids,compound_specificity
CHEMBL608533,CHEMBL2366258,no_uni_id!,specific
CHEMBL608533,CHEMBL614487,no_uni_id!,specific
CHEMBL608533,CHEMBL2366281,no_uni_id!,specific
CHEMBL608533,CHEMBL2366146,no_uni_id!,specific
CHEMBL608533,CHEMBL2366135,no_uni_id!,specific
CHEMBL608533,CHEMBL2366118,no_uni_id!,specific
CHEMBL608533,CHEMBL2366312,no_uni_id!,specific
CHEMBL608533,CHEMBL2366373,no_uni_id!,specific
CHEMBL608533,CHEMBL2366297,no_uni_id!,specific
CHEMBL608533,CHEMBL2366069,no_uni_id!,specific
CHEMBL608533,CHEMBL1075444,no_uni_id!,specific
CHEMBL608533,CHEMBL2366116,no_uni_id!,specific
CHEMBL608533,CHEMBL614295,no_uni_id!,specific
CHEMBL608533,CHEMBL2366364,no_uni_id!,specific
CHEMBL608533,CHEMBL2366223,no_uni_id!,specific
CHEMBL608533,CHEMBL2366124,no_uni_id!,specific
CHEMBL608533,CHEMBL2366358,no_uni_id!,specific
CHEMBL608533,CHEMBL2366097,no_uni_id!,specific
CHEMBL608533,CHEMBL2366206,no_uni_id!,specific
CHEMBL608533,CHEMBL2366307,no_uni_id!,specific
CHEMBL608533,CHEMBL2366112,no_uni_id!,specific
CHEMBL608533,CHEMBL614489,no_uni_id!,specific
CHEMBL608533,CHEMBL612250,no_uni_id!,specific
CHEMBL608533,CHEMBL1075445,no_uni_id!,specific
CHEMBL608533,CHEMBL614036,no_uni_id!,specific
CHEMBL608533,CHEMBL613509,no_uni_id!,specific
CHEMBL608533,CHEMBL1075446,no_uni_id!,specific
CHEMBL608533,CHEMBL2366301,no_uni_id!,specific
CHEMBL608533,CHEMBL1075447,no_uni_id!,specific
CHEMBL608533,CHEMBL2366292,no_uni_id!,specific
CHEMBL608533,CHEMBL2366234,no_uni_id!,specific
CHEMBL608533,CHEMBL1075448,no_uni_id!,specific
CHEMBL608533,CHEMBL2366157,no_uni_id!,specific
CHEMBL608533,CHEMBL2366272,no_uni_id!,specific
CHEMBL608533,CHEMBL2366074,no_uni_id!,specific
CHEMBL608533,CHEMBL1075449,no_uni_id!,specific
CHEMBL608533,CHEMBL2366179,no_uni_id!,specific
CHEMBL608533,CHEMBL1075450,no_uni_id!,specific
CHEMBL608533,CHEMBL2366111,no_uni_id!,specific
CHEMBL608533,CHEMBL2366148,no_uni_id!,specific
CHEMBL608533,CHEMBL1075452,no_uni_id!,specific
CHEMBL608533,CHEMBL2366142,no_uni_id!,specific
CHEMBL608533,CHEMBL2366299,no_uni_id!,specific
CHEMBL608533,CHEMBL1075453,no_uni_id!,specific
CHEMBL608533,CHEMBL2366202,no_uni_id!,specific
CHEMBL608533,CHEMBL1075454,no_uni_id!,specific
CHEMBL608533,CHEMBL1075455,no_uni_id!,specific
CHEMBL608533,CHEMBL1075456,no_uni_id!,specific
CHEMBL608533,CHEMBL2366063,no_uni_id!,specific
CHEMBL608533,CHEMBL1075457,no_uni_id!,specific
CHEMBL608533,CHEMBL1075458,no_uni_id!,specific
CHEMBL608533,CHEMBL1075459,no_uni_id!,specific
CHEMBL608533,CHEMBL2366126,no_uni_id!,specific
CHEMBL608533,CHEMBL2366221,no_uni_id!,specific
CHEMBL608533,CHEMBL613855,no_uni_id!,specific
CHEMBL608533,CHEMBL1075460,no_uni_id!,specific
CHEMBL608533,CHEMBL1075461,no_uni_id!,specific
CHEMBL608533,CHEMBL2366207,no_uni_id!,specific
CHEMBL608533,CHEMBL2366139,no_uni_id!,specific
CHEMBL608533,CHEMBL394,no_uni_id!,specific
CHEMBL608533,CHEMBL612263,no_uni_id!,specific
CHEMBL608533,CHEMBL2366322,no_uni_id!,specific
CHEMBL608533,CHEMBL2366231,no_uni_id!,specific
CHEMBL608533,CHEMBL1075462,no_uni_id!,specific
CHEMBL608533,CHEMBL613888,no_uni_id!,specific
CHEMBL608533,CHEMBL1075463,no_uni_id!,specific
CHEMBL608533,CHEMBL2366310,no_uni_id!,specific
CHEMBL608533,CHEMBL383,no_uni_id!,specific
CHEMBL608533,CHEMBL1075464,no_uni_id!,specific
CHEMBL608533,CHEMBL614826,no_uni_id!,specific
CHEMBL608533,CHEMBL1075465,no_uni_id!,specific
CHEMBL608533,CHEMBL1075466,no_uni_id!,specific
CHEMBL608533,CHEMBL614643,no_uni_id!,specific
CHEMBL608533,CHEMBL613889,no_uni_id!,specific
CHEMBL608533,CHEMBL614736,no_uni_id!,specific
CHEMBL608533,CHEMBL1075467,no_uni_id!,specific
CHEMBL608533,CHEMBL1075468,no_uni_id!,specific
CHEMBL608533,CHEMBL612279,no_uni_id!,specific
CHEMBL608533,CHEMBL1075469,no_uni_id!,specific
CHEMBL608533,CHEMBL2366130,no_uni_id!,specific
CHEMBL608533,CHEMBL614580,no_uni_id!,specific
CHEMBL608533,CHEMBL614836,no_uni_id!,specific
CHEMBL608533,CHEMBL612258,no_uni_id!,specific
CHEMBL608533,CHEMBL2366291,no_uni_id!,specific
CHEMBL608533,CHEMBL384,no_uni_id!,specific
CHEMBL608533,CHEMBL1075470,no_uni_id!,specific
CHEMBL608533,CHEMBL1075471,no_uni_id!,specific
CHEMBL608533,CHEMBL1075472,no_uni_id!,specific
CHEMBL608533,CHEMBL614582,no_uni_id!,specific
CHEMBL608533,CHEMBL614645,no_uni_id!,specific
CHEMBL608533,CHEMBL614581,no_uni_id!,specific
CHEMBL608533,CHEMBL614039,no_uni_id!,specific
CHEMBL608533,CHEMBL1075475,no_uni_id!,specific
CHEMBL608533,CHEMBL1075476,no_uni_id!,specific
CHEMBL608533,CHEMBL1075477,no_uni_id!,specific
CHEMBL608533,CHEMBL1075478,no_uni_id!,specific
CHEMBL608533,CHEMBL2366366,no_uni_id!,specific
CHEMBL608533,CHEMBL1075479,no_uni_id!,specific
CHEMBL608533,CHEMBL613984,no_uni_id!,specific
CHEMBL608533,CHEMBL614584,no_uni_id!,specific
CHEMBL608533,CHEMBL2366209,no_uni_id!,specific
CHEMBL608533,CHEMBL1075480,no_uni_id!,specific
CHEMBL608533,CHEMBL2366094,no_uni_id!,specific
CHEMBL608533,CHEMBL2366194,no_uni_id!,specific
CHEMBL608533,CHEMBL2366104,no_uni_id!,specific
CHEMBL608533,CHEMBL2366101,no_uni_id!,specific
CHEMBL608533,CHEMBL2366219,no_uni_id!,specific
CHEMBL608533,CHEMBL614586,no_uni_id!,specific
CHEMBL608533,CHEMBL614587,no_uni_id!,specific
CHEMBL608533,CHEMBL2366348,no_uni_id!,specific
CHEMBL608533,CHEMBL2366359,no_uni_id!,specific
CHEMBL608533,CHEMBL2366372,no_uni_id!,specific
CHEMBL608533,CHEMBL614588,no_uni_id!,specific
CHEMBL608533,CHEMBL385,no_uni_id!,specific
CHEMBL608533,CHEMBL2366354,no_uni_id!,specific
CHEMBL608533,CHEMBL2366152,no_uni_id!,specific
CHEMBL608533,CHEMBL2366155,no_uni_id!,specific
CHEMBL608533,CHEMBL2366156,no_uni_id!,specific
CHEMBL608533,CHEMBL2366368,no_uni_id!,specific
CHEMBL608533,CHEMBL2366305,no_uni_id!,specific
CHEMBL608533,CHEMBL613988,no_uni_id!,specific
CHEMBL608533,CHEMBL2366287,no_uni_id!,specific
CHEMBL608533,CHEMBL612264,no_uni_id!,specific
CHEMBL608533,CHEMBL2366154,no_uni_id!,specific
CHEMBL608533,CHEMBL2366229,no_uni_id!,specific
CHEMBL608533,CHEMBL2366239,no_uni_id!,specific
CHEMBL608533,CHEMBL2366250,no_uni_id!,specific
CHEMBL608533,CHEMBL614709,no_uni_id!,specific
CHEMBL608533,CHEMBL2366347,no_uni_id!,specific
CHEMBL608533,CHEMBL2366257,no_uni_id!,specific
CHEMBL608533,CHEMBL2366261,no_uni_id!,specific
CHEMBL608533,CHEMBL2366203,no_uni_id!,specific
CHEMBL608533,CHEMBL1075481,no_uni_id!,specific
CHEMBL608533,CHEMBL1075482,no_uni_id!,specific
CHEMBL608533,CHEMBL2366065,no_uni_id!,specific
CHEMBL608533,CHEMBL2366228,no_uni_id!,specific
CHEMBL608533,CHEMBL1075483,no_uni_id!,specific
CHEMBL608533,CHEMBL613997,no_uni_id!,specific
CHEMBL608533,CHEMBL2366119,no_uni_id!,specific
CHEMBL608533,CHEMBL2366190,no_uni_id!,specific
CHEMBL608533,CHEMBL1075484,no_uni_id!,specific
CHEMBL608533,CHEMBL613998,no_uni_id!,specific
CHEMBL608533,CHEMBL1075485,no_uni_id!,specific
CHEMBL608533,CHEMBL1075486,no_uni_id!,specific
CHEMBL608533,CHEMBL1075487,no_uni_id!,specific
CHEMBL608533,CHEMBL1075488,no_uni_id!,specific
CHEMBL608533,CHEMBL613868,no_uni_id!,specific
CHEMBL608533,CHEMBL612701,no_uni_id!,specific
CHEMBL608533,CHEMBL614012,no_uni_id!,specific
CHEMBL608533,CHEMBL2366267,no_uni_id!,specific
CHEMBL608533,CHEMBL2366233,no_uni_id!,specific
CHEMBL608533,CHEMBL2366153,no_uni_id!,specific
CHEMBL608533,CHEMBL2366090,no_uni_id!,specific
CHEMBL608533,CHEMBL2366123,no_uni_id!,specific
CHEMBL608533,CHEMBL2366136,no_uni_id!,specific
CHEMBL608533,CHEMBL2366330,no_uni_id!,specific
CHEMBL608533,CHEMBL2366335,no_uni_id!,specific
CHEMBL608533,CHEMBL2366296,no_uni_id!,specific
CHEMBL608533,CHEMBL2366140,no_uni_id!,specific
CHEMBL608533,CHEMBL2366099,no_uni_id!,specific
CHEMBL608533,CHEMBL2366222,no_uni_id!,specific
CHEMBL608533,CHEMBL2366110,no_uni_id!,specific
CHEMBL608533,CHEMBL2366216,no_uni_id!,specific
CHEMBL608533,CHEMBL2366260,no_uni_id!,specific
CHEMBL608533,CHEMBL2366091,no_uni_id!,specific
CHEMBL608533,CHEMBL614066,no_uni_id!,specific
CHEMBL608533,CHEMBL1075489,no_uni_id!,specific
CHEMBL608533,CHEMBL1075490,no_uni_id!,specific
CHEMBL608533,CHEMBL1075491,no_uni_id!,specific
CHEMBL608533,CHEMBL2366172,no_uni_id!,specific
CHEMBL608533,CHEMBL2366252,no_uni_id!,specific
CHEMBL608533,CHEMBL614096,no_uni_id!,specific
CHEMBL608533,CHEMBL2366066,no_uni_id!,specific
CHEMBL608533,CHEMBL2366072,no_uni_id!,specific
CHEMBL608533,CHEMBL2366334,no_uni_id!,specific
CHEMBL608533,CHEMBL2366189,no_uni_id!,specific
CHEMBL608533,CHEMBL2366311,no_uni_id!,specific
CHEMBL608533,CHEMBL2366236,no_uni_id!,specific
CHEMBL608533,CHEMBL2366248,no_uni_id!,specific
CHEMBL608533,CHEMBL2366132,no_uni_id!,specific
CHEMBL608533,CHEMBL614694,no_uni_id!,specific
CHEMBL608533,CHEMBL1075493,no_uni_id!,specific
CHEMBL608533,CHEMBL614107,no_uni_id!,specific
CHEMBL608533,CHEMBL614721,no_uni_id!,specific
CHEMBL608533,CHEMBL1075494,no_uni_id!,specific
CHEMBL608533,CHEMBL614317,no_uni_id!,specific
CHEMBL608533,CHEMBL2366274,no_uni_id!,specific
CHEMBL608533,CHEMBL1075495,no_uni_id!,specific
CHEMBL608533,CHEMBL2366256,no_uni_id!,specific
CHEMBL608533,CHEMBL387,no_uni_id!,specific
CHEMBL608533,CHEMBL2366242,no_uni_id!,specific
CHEMBL608533,CHEMBL1075496,no_uni_id!,specific
CHEMBL608533,CHEMBL1075497,no_uni_id!,specific
CHEMBL608533,CHEMBL400,no_uni_id!,specific
CHEMBL608533,CHEMBL614129,no_uni_id!,specific
CHEMBL608533,CHEMBL1075498,no_uni_id!,specific
CHEMBL608533,CHEMBL614334,no_uni_id!,specific
CHEMBL608533,CHEMBL614335,no_uni_id!,specific
CHEMBL608533,CHEMBL1075499,no_uni_id!,specific
CHEMBL608533,CHEMBL2366084,no_uni_id!,specific
CHEMBL608533,CHEMBL1075500,no_uni_id!,specific
CHEMBL608533,CHEMBL1075501,no_uni_id!,specific
CHEMBL608533,CHEMBL614343,no_uni_id!,specific
CHEMBL608533,CHEMBL1075502,no_uni_id!,specific
CHEMBL608533,CHEMBL1075503,no_uni_id!,specific
CHEMBL608533,CHEMBL2366262,no_uni_id!,specific
CHEMBL608533,CHEMBL1075504,no_uni_id!,specific
CHEMBL608533,CHEMBL614347,no_uni_id!,specific
CHEMBL608533,CHEMBL2366286,no_uni_id!,specific
CHEMBL608533,CHEMBL1075505,no_uni_id!,specific
CHEMBL608533,CHEMBL2366185,no_uni_id!,specific
CHEMBL608533,CHEMBL2366127,no_uni_id!,specific
CHEMBL608533,CHEMBL614725,no_uni_id!,specific
CHEMBL608533,CHEMBL614352,no_uni_id!,specific
CHEMBL608533,CHEMBL614353,no_uni_id!,specific
CHEMBL608533,CHEMBL614354,no_uni_id!,specific
CHEMBL608533,CHEMBL614355,no_uni_id!,specific
CHEMBL608533,CHEMBL614356,no_uni_id!,specific
CHEMBL608533,CHEMBL2366211,no_uni_id!,specific
CHEMBL608533,CHEMBL2366196,no_uni_id!,specific
CHEMBL608533,CHEMBL2366070,no_uni_id!,specific
CHEMBL608533,CHEMBL2366362,no_uni_id!,specific
CHEMBL608533,CHEMBL614177,no_uni_id!,specific
CHEMBL608533,CHEMBL2366062,no_uni_id!,specific
CHEMBL608533,CHEMBL2366357,no_uni_id!,specific
CHEMBL608533,CHEMBL2366325,no_uni_id!,specific
CHEMBL608533,CHEMBL2366125,no_uni_id!,specific
CHEMBL608533,CHEMBL1075509,no_uni_id!,specific
CHEMBL608533,CHEMBL2366204,no_uni_id!,specific
CHEMBL608533,CHEMBL2366226,no_uni_id!,specific
CHEMBL608533,CHEMBL2366138,no_uni_id!,specific
CHEMBL608533,CHEMBL613300,no_uni_id!,specific
CHEMBL608533,CHEMBL614187,no_uni_id!,specific
CHEMBL608533,CHEMBL2366284,no_uni_id!,specific
CHEMBL608533,CHEMBL2366243,no_uni_id!,specific
CHEMBL608533,CHEMBL2366285,no_uni_id!,specific
CHEMBL608533,CHEMBL2366225,no_uni_id!,specific
CHEMBL608533,CHEMBL2366328,no_uni_id!,specific
CHEMBL608533,CHEMBL2366318,no_uni_id!,specific
CHEMBL608533,CHEMBL1075510,no_uni_id!,specific
CHEMBL608533,CHEMBL1075511,no_uni_id!,specific
CHEMBL608533,CHEMBL2366351,no_uni_id!,specific
CHEMBL608533,CHEMBL2366073,no_uni_id!,specific
CHEMBL608533,CHEMBL612255,no_uni_id!,specific
CHEMBL608533,CHEMBL2366266,no_uni_id!,specific
CHEMBL608533,CHEMBL2366227,no_uni_id!,specific
CHEMBL608533,CHEMBL2366201,no_uni_id!,specific
CHEMBL608533,CHEMBL2366149,no_uni_id!,specific
CHEMBL608533,CHEMBL2366205,no_uni_id!,specific
CHEMBL608533,CHEMBL1075513,no_uni_id!,specific
CHEMBL608533,CHEMBL2366178,no_uni_id!,specific
CHEMBL608533,CHEMBL612794,no_uni_id!,specific
CHEMBL608533,CHEMBL2096618,"['A3KFJ3', 'P00519', 'Q13869', 'Q13870', 'Q16133', 'Q17R61', 'Q45F09']",specific
CHEMBL608533,CHEMBL613426,no_uni_id!,specific
CHEMBL608533,CHEMBL4105892,"['B4DEB6', 'F5H2A9', 'O76056', 'P49748', 'Q8WUL0']",specific
CHEMBL608533,CHEMBL4105817,"['O15254', 'Q96AJ8']",specific
CHEMBL608533,CHEMBL6090,"['B2RCP5', 'D6W5F4', 'E9PF41', 'O15142', 'P61160', 'Q96C82']",specific
CHEMBL608533,CHEMBL4105857,"['P32391', 'P61158', 'Q53QM2']",specific
CHEMBL608533,CHEMBL4105885,"['B3KUD5', 'Q6PD65', 'Q86TW2', 'Q9UIE6']",specific
CHEMBL608533,CHEMBL3589,"['B7Z783', 'B7Z800', 'O00741', 'O00742', 'P55263', 'Q16710', 'Q5JQ10', 'Q5JQ11', 'Q9BTN2']",specific
CHEMBL608533,CHEMBL4079,"['B0ZBE1', 'P25098', 'Q13837', 'Q6GTT3']",specific
CHEMBL608533,CHEMBL4938,"['A8K6L1', 'B4DHH7', 'B4DL64', 'P54819', 'Q16856', 'Q5EB54', 'Q5TIF7', 'Q8TCY2', 'Q8TCY3']",specific
CHEMBL608533,CHEMBL1169596,"['P07557', 'P10398', 'Q5H9B2', 'Q5H9B3']",specific
CHEMBL608533,CHEMBL5146,"['P11274', 'P78501', 'Q12842', 'Q4LE80', 'Q6NZI3']",specific
CHEMBL608533,CHEMBL308,"['A8K7C4', 'C9J497', 'O60764', 'P06493']",specific
CHEMBL608533,CHEMBL3559692,"['A7E2B2', 'B4DYX4', 'B9EIQ6', 'O94978', 'Q9NYV4']",specific
CHEMBL608533,CHEMBL2508,"['A4D1G0', 'Q00534']",specific
CHEMBL608533,CHEMBL4105975,"['P08574', 'Q5U062', 'Q6FHS7']",specific
CHEMBL608533,CHEMBL2447,"['B2R8V6', 'P27707', 'Q5TZY7', 'Q6FI11']",specific
CHEMBL608533,CHEMBL3769292,['Q9H773'],specific
CHEMBL608533,CHEMBL2010634,"['B4DME8', 'B4DPN6', 'Q92499']",specific
CHEMBL608533,CHEMBL5553,"['A8K538', 'B4E3E8', 'O00571', 'O15536']",specific
CHEMBL608533,CHEMBL4105783,"['P26196', 'Q5D048']",specific
CHEMBL608533,CHEMBL2331059,"['B7Z817', 'D3DQ51', 'Q15392', 'Q9HBA8']",specific
CHEMBL608533,CHEMBL2189122,"['P31689', 'Q5T7Q0', 'Q86TL9']",specific
CHEMBL608533,CHEMBL4105852,"['O60841', 'O95805', 'Q53RV7', 'Q53SI8', 'Q9UF81', 'Q9UMN7']",specific
CHEMBL608533,CHEMBL4105743,"['P18074', 'Q2TB78', 'Q2YDY2', 'Q7KZU6', 'Q8N721']",specific
CHEMBL608533,CHEMBL4105932,"['Q6ZNC0', 'Q76MJ5']",specific
CHEMBL608533,CHEMBL4105744,"['A8K766', 'B3KNY2', 'P38117', 'Q6IBH7', 'Q71RF6', 'Q9Y3S7']",specific
CHEMBL608533,CHEMBL4105969,"['B4DFM0', 'O95708', 'Q4ZFX1', 'Q57ZJ5', 'Q9NSD9', 'Q9NZZ6']",specific
CHEMBL608533,CHEMBL3879831,"['A8KA72', 'P22830', 'Q8IXN1', 'Q8NAN0']",specific
CHEMBL608533,CHEMBL4105815,"['A0A090N8G0', 'B3KQA2', 'B4DIA0', 'P41250', 'Q969Y1']",specific
CHEMBL608533,CHEMBL4105887,"['B3KTZ0', 'B4DYA0', 'B4E2X5', 'P04899', 'Q6B6N3', 'Q8IZ71']",specific
CHEMBL608533,CHEMBL2546,"['A8MT35', 'D3DUD5', 'I3L430', 'O60605', 'P30519']",specific
CHEMBL608533,CHEMBL4105858,['Q58FF8'],specific
CHEMBL608533,CHEMBL5247,"['B7Z1I0', 'B7Z418', 'D3DQU0', 'P57043', 'Q13418', 'Q68DZ3']",specific
CHEMBL608533,CHEMBL3313835,"['A8K511', 'B4DN45', 'D6W5L1', 'P31153', 'Q53SP5']",specific
CHEMBL608533,CHEMBL4105745,"['P33991', 'Q8NEH1', 'Q99658']",specific
CHEMBL608533,CHEMBL4105779,"['O15019', 'Q5T794', 'Q9NU22']",specific
CHEMBL608533,CHEMBL4105888,"['B0I1S2', 'C3TTN4', 'Q5CZ75', 'Q6XYE4', 'Q76B62', 'Q7Z406', 'Q8WV23', 'Q96I22', 'Q9BT27', 'Q9BW35', 'Q9H882']",specific
CHEMBL608533,CHEMBL4105935,"['B4DFD5', 'E7ESU4', 'E9PMN9', 'Q86WK5', 'Q9C0F4', 'Q9H0A0', 'Q9HA61', 'Q9NVF2']",specific
CHEMBL608533,CHEMBL4105781,"['B4DF76', 'K7EK58', 'Q6PKI0', 'Q9H2L3', 'Q9P0J0', 'Q9Y327']",specific
CHEMBL608533,CHEMBL3959,"['B2R492', 'P16083', 'Q5TD04']",specific
CHEMBL608533,CHEMBL4105704,"['D7EHM2', 'Q5BJD7', 'Q8NCI8', 'Q96CU1', 'Q96SV2', 'Q9NTK5', 'Q9P1D3', 'Q9UNY9', 'Q9Y6G4']",specific
CHEMBL608533,CHEMBL4105705,"['D3DNW4', 'E5KLJ5', 'E5KLJ6', 'E5KLJ7', 'E5KLK1', 'E5KLK2', 'O60313']",specific
CHEMBL608533,CHEMBL5922,"['E9PDH9', 'P22234', 'Q68CQ5']",specific
CHEMBL608533,CHEMBL1075181,"['O00764', 'Q7Z2Y0', 'Q9BS02']",specific
CHEMBL608533,CHEMBL4105856,"['B2R4S1', 'P30086']",specific
CHEMBL608533,CHEMBL2972,"['B3KS15', 'Q01813', 'Q5VSR7', 'Q5VSR8']",specific
CHEMBL608533,CHEMBL2743,"['O60850', 'P22612', 'Q5VZ02', 'Q86YI1']",specific
CHEMBL608533,CHEMBL2393,"['B4DDT7', 'P54619', 'Q8N7V9']",specific
CHEMBL608533,CHEMBL2453,"['Q53Y07', 'Q6NUI0', 'Q75MP4', 'Q9NUZ9', 'Q9UDN8', 'Q9UGJ0', 'Q9ULX8']",specific
CHEMBL608533,CHEMBL2221,"['P13861', 'Q16823', 'Q9BUB1']",specific
CHEMBL608533,CHEMBL3831205,"['P43686', 'Q96FV5', 'Q9UBM3', 'Q9UEX3']",specific
CHEMBL608533,CHEMBL3856,"['P11216', 'Q96AK1', 'Q9NPX8']",specific
CHEMBL608533,CHEMBL2568,"['A6NDQ4', 'B4DUB7', 'F5H816', 'O60567', 'O60752', 'O60913', 'P06737', 'Q501V9', 'Q641R5', 'Q96G82']",specific
CHEMBL608533,CHEMBL4105933,['Q6ZSR9'],specific
CHEMBL608533,CHEMBL4105971,"['D6W538', 'O88386', 'P61026', 'Q6IA52', 'Q9D7X6', 'Q9H0T3']",specific
CHEMBL608533,CHEMBL4105703,"['A8K133', 'B7Z772', 'F5H668', 'P20340', 'Q1W5D8', 'Q5U0A8', 'Q9UBE4']",specific
CHEMBL608533,CHEMBL4105853,"['Q5HYI8', 'Q8WUD3']",specific
CHEMBL608533,CHEMBL1741190,"['A8K3Z8', 'P17080', 'P28746', 'P28747', 'P62826', 'Q6IPB2', 'Q86V08', 'Q8NI90', 'Q9CSP3', 'Q9CWI7', 'Q9CZA2', 'Q9UDJ5', 'Q9UEU9']",specific
CHEMBL608533,CHEMBL1795199,"['B4DJL9', 'C4AM87', 'Q5J795', 'Q5J796', 'Q6P5Y1', 'Q9Y572']",specific
CHEMBL608533,CHEMBL4105891,"['A8K2V3', 'B3KPM0', 'B4DTL9', 'B4E0N2', 'B4E274', 'B7Z654', 'Q96QF3', 'Q96QF4', 'Q96QF5', 'Q9HA04', 'Q9UG40', 'Q9UHD8', 'Q9Y5W4']",specific
CHEMBL608533,CHEMBL4105889,"['P42285', 'Q2M386', 'Q6MZZ8', 'Q6P170', 'Q8N5R0', 'Q8TAG2']",specific
CHEMBL608533,CHEMBL3709670,"['B2RCV1', 'O43350', 'P05141']",specific
CHEMBL608533,CHEMBL4105854,"['P12236', 'Q96C49']",specific
CHEMBL608533,CHEMBL4105747,"['O14995', 'Q14683', 'Q16351', 'Q2M228']",specific
CHEMBL608533,CHEMBL4105890,"['O95347', 'Q6IEE0', 'Q9P1P2']",specific
CHEMBL608533,CHEMBL4105972,"['O75643', 'O94884', 'Q6NZY0', 'Q6PX59', 'Q8NBE6', 'Q96IF2', 'Q9H7S0']",specific
CHEMBL608533,CHEMBL1795198,"['B4DDE3', 'B4DW17', 'J3KTC9', 'Q5JPI2', 'Q7RTN6', 'Q7Z4K9', 'Q8NC31', 'Q8NCF1', 'Q9H272']",specific
CHEMBL608533,CHEMBL4105973,"['B2RDE7', 'O95194', 'Q5T9Q4', 'Q5T9Q6', 'Q9NV21', 'Q9NVP7', 'Q9P2R7']",specific
CHEMBL608533,CHEMBL1806,"['B2RTS1', 'P11388', 'Q71UN1', 'Q71UQ5', 'Q9HB24', 'Q9HB25', 'Q9HB26', 'Q9UP44', 'Q9UQP9']",specific
CHEMBL608533,CHEMBL3396,"['Q02880', 'Q13600', 'Q9UMG8', 'Q9UQP8']",specific
CHEMBL608533,CHEMBL1938223,"['B3KU44', 'Q3T977', 'Q5JZ01', 'Q6NZ60', 'Q96FM7', 'Q96S44', 'Q9NQE6']",specific
CHEMBL608533,CHEMBL4105970,"['O15276', 'P49411']",specific
CHEMBL608533,CHEMBL3179,"['B3KWK4', 'D3DPQ4', 'O43276', 'P54577', 'Q53EN1']",specific
CHEMBL608533,CHEMBL3706572,no_uni_id!,specific
CHEMBL608533,CHEMBL4303835,no_uni_id!,specific
CHEMBL608533,CHEMBL4303840,no_uni_id!,specific
CHEMBL608533,CHEMBL612558,no_uni_id!,specific
CHEMBL608533,CHEMBL613107,no_uni_id!,specific
CHEMBL608533,CHEMBL4483238,no_uni_id!,specific
CHEMBL608533,CHEMBL4523582,['P0DTD1'],specific
CHEMBL608533,CHEMBL4680030,"['A0A0A0MSK8', 'A6NDF4', 'A6NHI2', 'B4DIC9', 'B4E2K4', 'B7ZM95', 'E5RGP5', 'F5H667', 'Q12797', 'Q6NXR7', 'Q8TB28', 'Q9H291', 'Q9H2C4', 'Q9NRI0', 'Q9NRI1', 'Q9Y4J0']",specific
CHEMBL608533,CHEMBL378,no_uni_id!,specific
CHEMBL4297610,CHEMBL2362975,no_uni_id!,specific
CHEMBL4297610,CHEMBL2007625,"['O75874', 'Q567U4', 'Q6FHQ6', 'Q7Z3V0', 'Q93090', 'Q9NTJ9', 'Q9UKW8']",specific
CHEMBL4297610,CHEMBL612558,no_uni_id!,specific
CHEMBL4297610,CHEMBL3991501,"['B2R6L6', 'B4DFL2', 'P48735', 'Q96GT3']",specific
CHEMBL4297610,CHEMBL375,no_uni_id!,specific
CHEMBL4297610,CHEMBL612545,no_uni_id!,specific
CHEMBL576982,CHEMBL1974,"['A0AVG9', 'B7ZLT7', 'B7ZLT8', 'F5H0A0', 'P36888', 'Q13414']",specific
CHEMBL576982,CHEMBL613835,no_uni_id!,specific
CHEMBL576982,CHEMBL1936,"['B5A956', 'D5LXN2', 'D5M931', 'F5H8F8', 'P10721', 'Q6IQ28', 'Q99662', 'Q9UM99']",specific
CHEMBL576982,CHEMBL2007,"['B2RE69', 'E9PBH0', 'P16234', 'Q6P4H5', 'Q96KZ7', 'Q9UD28']",specific
CHEMBL576982,CHEMBL1913,"['B5A957', 'P09619', 'Q8N5L4']",specific
CHEMBL576982,CHEMBL2041,"['A8K6Z2', 'P07949', 'Q15250', 'Q9BTB0', 'Q9H4A2']",specific
CHEMBL576982,CHEMBL1844,"['B5A955', 'D3DQG2', 'P07333', 'Q6LDW5', 'Q6LDY4', 'Q86VW7']",specific
CHEMBL576982,CHEMBL1868,"['A3E342', 'A3E344', 'A8KA71', 'B0LPF1', 'B2BF46', 'B2BF47', 'B2BF48', 'B3FR89', 'B5A923', 'F5H5L6', 'O60722', 'P16057', 'P17948', 'Q12954']",specific
CHEMBL576982,CHEMBL1955,"['A8K6L4', 'B5A926', 'P35916', 'Q16067', 'Q86W07', 'Q86W08']",specific
CHEMBL576982,CHEMBL5319,"['B5A975', 'B5A976', 'B7Z2K0', 'Q08345', 'Q14196', 'Q16562', 'Q2L6H3', 'Q4LE50', 'Q5ST11', 'Q5ST12', 'Q6NSK4', 'Q9UD35', 'Q9UD36', 'Q9UD37', 'Q9UD86', 'Q9UDL2']",specific
CHEMBL576982,CHEMBL279,"['A2RRS0', 'B5A925', 'C5IFA0', 'O60723', 'P35968', 'Q14178']",specific
CHEMBL576982,CHEMBL375,no_uni_id!,specific
CHEMBL576982,CHEMBL376,no_uni_id!,specific
CHEMBL576982,CHEMBL3476,"['O14666', 'O15111', 'Q13132', 'Q5W0I4', 'Q92467']",specific
CHEMBL576982,CHEMBL1991,"['B4DZ30', 'B4E0U4', 'O14920', 'O75327']",specific
